settlement_date,region_id,duid,dispatch_mw,initial_mw,available_mw,ramp_rate,fuel_type,station_name,state
2025-08-22 21:25:00,SA1,HPRL1,-54.5,-55.2,100.0,202.9,battery,Hornsdale Power Reserve,SA
2025-08-07 21:05:00,NSW1,ERGT04,550.3,542.2,600.1,5.2,coal,Eraring,NSW
2025-06-28 20:10:00,VIC1,VPML,8.9,9.7,125.4,20.2,gas,Valley Power,VIC
2025-08-29 19:30:00,NSW1,TUMUT2,243.2,239.6,264.8,62.8,hydro,Tumut 2,NSW
2025-11-07 03:20:00,SA1,HPRL1,-11.7,-11.3,100.0,570.4,battery,Hornsdale Power Reserve,SA
2025-08-20 15:45:00,VIC1,VBBL1,0.3,0.3,300.0,435.4,battery,Victorian Big Battery,VIC
2025-07-26 10:10:00,TAS1,GORDONS1,113.1,115.1,159.1,61.2,hydro,Gordon,TAS
2025-06-12 12:35:00,NSW1,WALGETT1,36.1,37.8,850.0,243.7,battery,Waratah Super Battery,NSW
2025-08-02 22:20:00,SA1,LADBROK1,2.1,2.3,49.6,19.6,gas,Ladbroke Grove,SA
2025-07-06 01:55:00,QLD1,TARONG4,378.0,372.6,391.6,4.5,coal,Tarong,QLD
2025-11-17 18:20:00,VIC1,VPML,67.5,62.0,224.4,20.8,gas,Valley Power,VIC
2025-08-28 00:45:00,NSW1,VALES1,522.6,525.8,526.6,5.6,coal,Vales Point,NSW
2025-06-17 22:20:00,NSW1,VALES2,557.1,554.8,583.1,4.6,coal,Vales Point,NSW
2025-06-05 06:15:00,VIC1,GANNBAT1,-3.9,-3.9,25.0,431.9,battery,Gannawarra Battery,VIC
2025-10-25 20:05:00,VIC1,LOYA4,397.1,389.7,439.6,6.8,coal,Loy Yang A,VIC
2025-11-09 12:40:00,VIC1,MEWF1,50.6,52.0,53.2,54.5,wind,Mt Mercer Wind Farm,VIC
2025-10-09 20:50:00,VIC1,HAZEL1,179.4,181.4,189.4,6.3,coal,Hazelwood,VIC
2025-06-15 12:55:00,SA1,SNOWTWN1,31.7,32.3,33.4,91.1,wind,Snow Town,SA
2025-06-10 21:15:00,SA1,LADBROK1,2.9,3.1,56.5,28.0,gas,Ladbroke Grove,SA
2025-06-29 00:45:00,NSW1,ERGT04,510.1,513.0,555.9,6.0,coal,Eraring,NSW
2025-10-07 17:00:00,NSW1,OCGT2,3.0,3.1,152.7,13.2,gas,Uranquinty,NSW
2025-10-10 06:55:00,VIC1,STKLD1,27.0,27.2,27.7,145.0,solar,Stockyard Hill Solar,VIC
2025-10-23 11:45:00,NSW1,TUMUT2,48.3,48.9,195.3,40.0,hydro,Tumut 2,NSW
2025-06-10 15:25:00,QLD1,TARONG1,358.6,361.7,378.2,7.1,coal,Tarong,QLD
2025-06-20 21:10:00,QLD1,TARONG2,354.3,361.0,386.6,5.8,coal,Tarong,QLD
2025-11-03 20:25:00,VIC1,STKLD1,7.6,7.6,8.3,155.9,solar,Stockyard Hill Solar,VIC
2025-11-09 00:45:00,VIC1,MORTLK2,13.7,14.7,52.9,28.1,gas,Mortlake,VIC
2025-10-03 01:55:00,NSW1,ERGT01,594.5,589.0,606.7,3.9,coal,Eraring,NSW
2025-06-12 07:10:00,NSW1,VALES1,503.4,489.2,512.0,6.7,coal,Vales Point,NSW
2025-06-05 11:40:00,NSW1,OCGT2,4.9,5.1,116.0,28.6,gas,Uranquinty,NSW
2025-06-03 02:45:00,QLD1,CALL2,295.4,286.9,299.1,6.6,coal,Callide B,QLD
2025-09-26 22:00:00,NSW1,VALES1,576.5,589.9,628.8,7.7,coal,Vales Point,NSW
2025-10-24 23:15:00,NSW1,TUMUT1,121.2,121.7,312.8,58.1,hydro,Tumut 1,NSW
2025-09-15 23:00:00,SA1,AGLSOM,75.0,69.0,108.6,24.2,gas,Somerton,SA
2025-07-10 16:50:00,VIC1,GARDNR1,10.8,10.8,11.6,199.5,solar,Gannawarra Solar Farm,VIC
2025-10-08 20:05:00,NSW1,BAYSW1,548.4,551.0,551.4,3.3,coal,Bayswater,NSW
2025-06-03 18:15:00,VIC1,JBUTNS1,147.0,157.5,151.6,17.5,gas,Jeeralang,VIC
2025-10-21 17:35:00,SA1,LADBROK1,1.3,1.2,31.2,29.5,gas,Ladbroke Grove,SA
2025-11-02 07:45:00,SA1,CLOVER1,50.3,51.2,51.3,88.0,wind,Clover Hill Wind Farm,SA
2025-10-01 17:45:00,NSW1,WALGETT1,708.5,685.9,850.0,231.7,battery,Waratah Super Battery,NSW
2025-10-31 00:40:00,SA1,AGLSOM,2.1,2.1,141.9,13.7,gas,Somerton,SA
2025-09-07 16:25:00,SA1,PELICAN1,368.2,359.5,471.4,11.2,gas,Pelican Point,SA
2025-08-17 05:50:00,TAS1,POATINA1,108.1,109.2,214.9,60.1,hydro,Poatina,TAS
2025-07-21 16:30:00,VIC1,JBUTNS1,9.3,9.2,102.8,15.0,gas,Jeeralang,VIC
2025-11-07 18:05:00,VIC1,JBUTNS1,135.7,147.0,210.2,24.8,gas,Jeeralang,VIC
2025-09-27 21:40:00,VIC1,LOYA2,441.0,430.2,446.5,3.9,coal,Loy Yang A,VIC
2025-06-27 16:05:00,QLD1,HLWF1,30.2,30.1,31.4,77.4,solar,Haughton Solar Farm,QLD
2025-11-14 04:05:00,NSW1,BAYSW2,534.0,534.6,563.1,4.8,coal,Bayswater,NSW
2025-06-03 18:35:00,VIC1,LOYB2,351.2,350.2,364.4,7.6,coal,Loy Yang B,VIC
2025-09-07 22:20:00,VIC1,MORTLK1,4.4,4.1,109.9,18.7,gas,Mortlake,VIC
2025-06-27 16:15:00,VIC1,MORTLK2,0.1,0.1,223.6,10.4,gas,Mortlake,VIC
2025-09-21 21:50:00,NSW1,BAYSW3,592.8,599.3,611.7,6.2,coal,Bayswater,NSW
2025-08-07 02:30:00,QLD1,KAREEYA1,0.8,0.8,25.8,11.5,gas,Kareeya,QLD
2025-08-11 13:20:00,VIC1,GANNBAT1,0.3,0.3,25.0,261.4,battery,Gannawarra Battery,VIC
2025-09-23 05:20:00,NSW1,ERGT04,610.6,594.1,616.6,6.3,coal,Eraring,NSW
2025-10-08 14:45:00,QLD1,BRAEMAR1,8.2,7.9,405.0,13.3,gas,Braemar,QLD
2025-08-01 04:00:00,SA1,MTMILLAR,40.2,38.8,42.9,95.6,wind,Mt Millar Wind Farm,SA
2025-11-21 13:50:00,QLD1,TARONG4,349.5,349.2,357.8,7.3,coal,Tarong,QLD
2025-08-22 17:20:00,SA1,CLOVER1,91.4,88.7,97.3,36.4,wind,Clover Hill Wind Farm,SA
2025-06-22 04:35:00,NSW1,TALLWN2,9.0,9.5,92.7,14.7,gas,Tallawarra B,NSW
2025-05-25 03:55:00,VIC1,LOYA1,500.9,505.6,528.0,3.0,coal,Loy Yang A,VIC
2025-06-29 20:05:00,NSW1,MURRAY1,201.8,205.2,850.3,41.5,hydro,Murray 1,NSW
2025-09-26 18:45:00,SA1,DALRNG1,-17.6,-18.3,30.0,288.9,battery,Dalrymple Battery,SA
2025-08-30 04:15:00,VIC1,VPML,86.7,87.9,219.6,23.6,gas,Valley Power,VIC
2025-07-24 11:40:00,NSW1,ERGT03,636.3,623.3,691.8,7.7,coal,Eraring,NSW
2025-08-19 14:40:00,VIC1,LOYA2,477.0,465.9,516.1,6.3,coal,Loy Yang A,VIC
2025-10-23 12:55:00,TAS1,POATINA1,61.7,61.8,152.3,65.9,hydro,Poatina,TAS
2025-09-05 00:35:00,TAS1,GORDONS1,158.2,156.5,325.4,51.7,hydro,Gordon,TAS
2025-06-03 13:45:00,SA1,PELICAN1,17.1,16.2,246.2,26.6,gas,Pelican Point,SA
2025-06-01 22:20:00,TAS1,GORDONS1,70.1,69.9,397.3,69.7,hydro,Gordon,TAS
2025-08-19 17:35:00,VIC1,LOYB2,372.3,373.6,381.7,6.4,coal,Loy Yang B,VIC
2025-08-05 13:50:00,VIC1,JBUTNS1,9.0,9.8,53.9,22.0,gas,Jeeralang,VIC
2025-10-25 19:00:00,NSW1,ERGT04,551.8,562.0,577.3,4.4,coal,Eraring,NSW
2025-09-07 02:25:00,SA1,HDWF1,199.0,203.6,211.4,117.5,wind,Hornsdale Wind Farm,SA
2025-10-08 18:00:00,VIC1,GARDNR1,8.5,8.5,9.4,104.4,solar,Gannawarra Solar Farm,VIC
2025-09-07 12:05:00,NSW1,WALGETT1,-338.2,-332.7,850.0,411.6,battery,Waratah Super Battery,NSW
2025-07-25 20:10:00,NSW1,BENBUL1,4.3,4.4,4.7,175.3,solar,Benbullen Solar Farm,NSW
2025-09-20 15:15:00,SA1,SNOWTWN1,29.9,28.6,30.2,67.6,wind,Snow Town,SA
2025-09-14 02:25:00,QLD1,RUGBYR1,0.0,0.0,0.0,81.1,solar,Rugby Run Solar Farm,QLD
2025-10-02 01:55:00,VIC1,WEMBLEY1,100.4,95.6,105.9,44.9,wind,Waubra Wind Farm,VIC
2025-06-27 10:35:00,VIC1,MORTLK1,10.3,9.5,219.5,13.4,gas,Mortlake,VIC
2025-09-17 18:15:00,QLD1,BRAEMAR1,340.6,360.2,349.9,23.5,gas,Braemar,QLD
2025-07-14 22:55:00,VIC1,LOYA2,471.7,466.2,496.4,5.2,coal,Loy Yang A,VIC
2025-10-14 19:50:00,NSW1,BAYSW2,473.8,477.2,478.1,7.0,coal,Bayswater,NSW
2025-10-16 08:00:00,NSW1,TUMUT1,157.0,159.3,268.7,50.7,hydro,Tumut 1,NSW
2025-09-14 17:00:00,QLD1,BRAEMAR1,12.5,13.0,197.8,21.7,gas,Braemar,QLD
2025-11-12 07:15:00,TAS1,GORDONS1,172.8,175.5,232.7,48.8,hydro,Gordon,TAS
2025-08-29 19:50:00,NSW1,VALES1,471.0,475.4,472.8,3.9,coal,Vales Point,NSW
2025-05-28 13:45:00,VIC1,JBUTNS1,10.4,10.7,143.8,18.6,gas,Jeeralang,VIC
2025-09-11 07:50:00,QLD1,CALL1,251.2,249.5,262.7,6.1,coal,Callide B,QLD
2025-10-12 13:00:00,NSW1,MURRAY2,154.3,155.9,514.2,72.8,hydro,Murray 2,NSW
2025-06-11 10:00:00,VIC1,VPML,7.2,7.1,278.1,15.8,gas,Valley Power,VIC
2025-06-12 00:50:00,VIC1,WEMBLEY1,24.3,25.0,26.2,67.0,wind,Waubra Wind Farm,VIC
2025-07-12 17:10:00,NSW1,ERGT02,595.3,604.7,597.0,4.7,coal,Eraring,NSW
2025-10-24 15:40:00,QLD1,KAREEYA1,0.6,0.6,60.1,12.9,gas,Kareeya,QLD
2025-08-27 23:40:00,SA1,AGLHAL,4.1,4.2,25.9,10.1,gas,Hallett,SA
2025-11-17 17:10:00,VIC1,MEWF1,59.7,59.8,65.3,109.0,wind,Mt Mercer Wind Farm,VIC
2025-10-29 21:15:00,SA1,MTMILLAR,36.7,38.3,39.1,78.8,wind,Mt Millar Wind Farm,SA
2025-09-01 23:30:00,NSW1,ERGT04,550.9,564.3,565.5,7.9,coal,Eraring,NSW
2025-09-24 14:05:00,NSW1,BAYSW4,466.9,467.3,477.6,5.3,coal,Bayswater,NSW
2025-07-23 05:50:00,NSW1,VALES1,591.6,602.1,622.9,3.1,coal,Vales Point,NSW
2025-06-09 10:50:00,VIC1,LOYB2,429.0,440.9,465.4,5.8,coal,Loy Yang B,VIC
2025-08-04 13:40:00,VIC1,STKLD1,69.2,70.5,71.1,176.5,solar,Stockyard Hill Solar,VIC
2025-09-08 19:05:00,QLD1,CALL2,285.7,292.2,296.1,3.4,coal,Callide B,QLD
2025-06-26 03:45:00,NSW1,WALGETT1,26.8,27.6,850.0,360.9,battery,Waratah Super Battery,NSW
2025-07-03 08:30:00,NSW1,ERGT02,548.2,554.3,582.1,7.6,coal,Eraring,NSW
2025-05-26 17:25:00,QLD1,BRAEMAR2,89.7,94.4,314.3,20.1,gas,Braemar,QLD
2025-10-04 14:10:00,QLD1,HLWF1,63.5,64.0,65.8,56.3,solar,Haughton Solar Farm,QLD
2025-11-03 16:45:00,NSW1,BAYSW4,524.8,530.3,527.9,5.8,coal,Bayswater,NSW
2025-10-21 14:15:00,QLD1,BRAEMAR2,20.1,21.4,404.8,18.7,gas,Braemar,QLD
2025-08-01 03:50:00,NSW1,ERGT01,529.6,518.4,573.1,6.7,coal,Eraring,NSW
2025-09-09 00:15:00,NSW1,TUMUT1,122.7,124.4,229.7,84.1,hydro,Tumut 1,NSW
2025-11-14 20:50:00,SA1,LADBROK1,0.7,0.8,14.7,13.3,gas,Ladbroke Grove,SA
2025-09-08 15:05:00,TAS1,JOHN_HF1,41.9,42.1,51.3,55.4,hydro,John Butters,TAS
2025-07-16 20:25:00,SA1,SNOWTWN1,18.2,18.5,18.7,72.3,wind,Snow Town,SA
2025-07-24 14:55:00,QLD1,TARONG3,353.4,363.8,364.6,7.2,coal,Tarong,QLD
2025-10-03 08:10:00,VIC1,LOYA1,410.0,415.7,424.1,4.3,coal,Loy Yang A,VIC
2025-08-13 05:15:00,VIC1,LOYA1,423.3,429.3,458.1,5.5,coal,Loy Yang A,VIC
2025-10-23 09:25:00,NSW1,BAYSW3,560.2,567.2,605.4,6.1,coal,Bayswater,NSW
2025-10-28 06:25:00,QLD1,TARONG2,364.9,375.3,385.9,7.7,coal,Tarong,QLD
2025-05-30 12:30:00,VIC1,STKLD1,84.6,84.2,92.8,84.1,solar,Stockyard Hill Solar,VIC
2025-10-02 15:30:00,NSW1,OCGT1,4.5,4.2,143.7,22.4,gas,Uranquinty,NSW
2025-07-30 08:00:00,VIC1,LOYA1,446.3,455.5,482.8,3.0,coal,Loy Yang A,VIC
2025-08-26 14:15:00,NSW1,ERGT02,627.1,615.7,671.2,4.5,coal,Eraring,NSW
2025-07-11 04:35:00,SA1,AGLHAL,100.6,108.7,143.0,25.4,gas,Hallett,SA
2025-07-30 00:25:00,VIC1,LOYB1,385.5,381.7,403.7,5.8,coal,Loy Yang B,VIC
2025-07-23 03:05:00,VIC1,STKLD1,0.0,0.0,0.0,183.1,solar,Stockyard Hill Solar,VIC
2025-06-02 04:00:00,NSW1,TALLWN2,5.4,5.6,291.0,10.3,gas,Tallawarra B,NSW
2025-10-13 11:10:00,NSW1,VALES1,516.2,524.5,528.6,3.4,coal,Vales Point,NSW
2025-06-19 00:40:00,QLD1,CALL2,268.2,266.4,289.8,5.4,coal,Callide B,QLD
2025-07-31 09:30:00,SA1,AGLHAL,94.0,99.4,188.6,26.6,gas,Hallett,SA
2025-06-28 03:05:00,NSW1,BAYSW3,593.4,606.8,639.2,5.4,coal,Bayswater,NSW
2025-06-22 05:30:00,NSW1,ERGT04,529.4,534.8,574.6,6.6,coal,Eraring,NSW
2025-07-30 22:55:00,NSW1,WALGETT1,-147.1,-144.3,850.0,416.8,battery,Waratah Super Battery,NSW
2025-11-07 05:10:00,NSW1,TALLWN2,3.0,3.2,311.8,17.2,gas,Tallawarra B,NSW
2025-11-11 20:05:00,NSW1,NYNGAN1,6.4,6.3,7.0,109.5,solar,Nyngan Solar Plant,NSW
2025-08-01 11:15:00,TAS1,REECE1,33.5,33.9,38.2,45.6,hydro,Reece,TAS
2025-08-23 22:30:00,NSW1,ERGT04,627.9,618.6,655.8,6.2,coal,Eraring,NSW
2025-11-19 09:35:00,QLD1,DAYDREAMS,86.5,87.4,86.9,73.1,solar,Daydream Solar Farm,QLD
2025-07-05 17:45:00,NSW1,MURRAY1,882.9,881.4,920.7,40.9,hydro,Murray 1,NSW
2025-11-11 22:30:00,NSW1,BAYSW2,533.2,547.7,553.2,3.8,coal,Bayswater,NSW
2025-06-12 05:55:00,QLD1,TARONG3,312.0,314.7,318.1,5.2,coal,Tarong,QLD
2025-07-04 02:30:00,NSW1,VALES2,516.3,509.3,522.7,5.2,coal,Vales Point,NSW
2025-07-24 13:40:00,NSW1,BAYSW3,562.9,551.3,577.2,4.8,coal,Bayswater,NSW
2025-05-30 17:55:00,QLD1,TARONG2,342.7,341.1,364.4,4.3,coal,Tarong,QLD
2025-10-19 11:10:00,VIC1,LOYA3,401.1,409.7,434.2,3.9,coal,Loy Yang A,VIC
2025-10-26 16:30:00,TAS1,POATINA1,282.0,285.9,298.3,32.3,hydro,Poatina,TAS
2025-08-01 18:25:00,VIC1,HAZEL1,153.8,156.3,162.5,4.5,coal,Hazelwood,VIC
2025-10-23 05:20:00,NSW1,NYNGAN1,0.0,0.0,0.0,169.5,solar,Nyngan Solar Plant,NSW
2025-10-11 14:20:00,NSW1,BAYSW4,481.7,492.2,528.6,7.1,coal,Bayswater,NSW
2025-10-16 20:35:00,VIC1,MEWF1,77.8,78.4,78.6,59.0,wind,Mt Mercer Wind Farm,VIC
2025-10-17 02:15:00,QLD1,DAYDREAMS,0.0,0.0,0.0,185.2,solar,Daydream Solar Farm,QLD
2025-09-05 09:00:00,VIC1,LOYA1,412.2,411.8,430.7,7.1,coal,Loy Yang A,VIC
2025-06-13 04:00:00,VIC1,MORTLK2,2.3,2.3,41.4,24.0,gas,Mortlake,VIC
2025-11-08 01:50:00,SA1,HPRL1,3.8,3.8,100.0,403.3,battery,Hornsdale Power Reserve,SA
2025-09-11 18:40:00,VIC1,MEWF1,54.4,54.1,56.9,102.5,wind,Mt Mercer Wind Farm,VIC
2025-11-04 00:45:00,NSW1,TUMUT2,60.2,61.1,131.2,82.3,hydro,Tumut 2,NSW
2025-11-14 13:20:00,VIC1,MORTLK2,9.2,9.7,120.8,25.7,gas,Mortlake,VIC
2025-06-27 01:30:00,VIC1,HAZEL1,160.2,161.0,162.1,5.6,coal,Hazelwood,VIC
2025-08-05 04:30:00,SA1,LADBROK1,0.1,0.1,53.0,21.8,gas,Ladbroke Grove,SA
2025-06-28 00:45:00,VIC1,JBUTNS1,11.4,12.1,148.8,14.4,gas,Jeeralang,VIC
2025-06-02 06:30:00,VIC1,GANNBAT1,-18.7,-19.5,25.0,251.3,battery,Gannawarra Battery,VIC
2025-11-15 21:20:00,VIC1,MORTLK2,10.3,9.7,104.3,23.0,gas,Mortlake,VIC
2025-11-08 01:00:00,VIC1,WEMBLEY1,56.2,57.4,56.7,104.0,wind,Waubra Wind Farm,VIC
2025-11-09 13:55:00,SA1,MTMILLAR,50.3,51.9,52.9,90.7,wind,Mt Millar Wind Farm,SA
2025-10-31 19:55:00,NSW1,OCGT2,5.2,4.8,156.3,13.4,gas,Uranquinty,NSW
2025-09-19 01:50:00,NSW1,OCGT2,7.9,7.7,87.9,29.2,gas,Uranquinty,NSW
2025-08-27 00:45:00,NSW1,MURRAY2,96.5,96.2,245.6,61.2,hydro,Murray 2,NSW
2025-11-20 10:50:00,VIC1,LOYB1,355.4,347.4,378.7,5.3,coal,Loy Yang B,VIC
2025-09-01 12:15:00,VIC1,MORTLK1,1.6,1.6,261.1,19.9,gas,Mortlake,VIC
2025-09-17 22:10:00,QLD1,RUGBYR1,0.0,0.0,0.0,135.0,solar,Rugby Run Solar Farm,QLD
2025-07-01 12:50:00,NSW1,BAYSW4,494.5,503.2,500.6,7.3,coal,Bayswater,NSW
2025-10-06 21:40:00,QLD1,RUGBYR1,0.0,0.0,0.0,149.6,solar,Rugby Run Solar Farm,QLD
2025-10-20 03:25:00,NSW1,MURRAY1,109.3,107.5,182.7,80.4,hydro,Murray 1,NSW
2025-09-24 11:50:00,SA1,AGLHAL,2.3,2.1,63.5,29.4,gas,Hallett,SA
2025-08-22 17:55:00,SA1,MTMILLAR,48.8,50.5,50.0,98.9,wind,Mt Millar Wind Farm,SA
2025-06-29 00:15:00,SA1,PELICAN1,15.1,14.3,139.8,28.7,gas,Pelican Point,SA
2025-05-30 03:55:00,SA1,SNOWTWN1,59.1,60.1,62.4,77.7,wind,Snow Town,SA
2025-09-15 04:05:00,NSW1,BAYSW4,507.2,499.1,552.6,3.8,coal,Bayswater,NSW
2025-09-25 07:25:00,VIC1,MEWF1,40.6,42.2,40.9,91.9,wind,Mt Mercer Wind Farm,VIC
2025-10-11 14:50:00,SA1,AGLSOM,0.4,0.4,73.4,23.8,gas,Somerton,SA
2025-11-12 23:50:00,NSW1,BAYSW3,507.2,496.3,545.3,3.9,coal,Bayswater,NSW
2025-08-22 12:30:00,NSW1,TUMUT2,30.0,30.6,93.9,89.1,hydro,Tumut 2,NSW
2025-10-21 21:45:00,VIC1,LOYA1,424.1,424.2,435.6,5.4,coal,Loy Yang A,VIC
2025-10-01 08:45:00,SA1,MTMILLAR,36.4,34.9,38.0,53.3,wind,Mt Millar Wind Farm,SA
2025-07-13 10:45:00,NSW1,MURRAY2,139.9,140.6,228.3,39.2,hydro,Murray 2,NSW
2025-10-24 19:30:00,TAS1,DARWIN1,44.6,44.8,56.3,84.7,hydro,Darwin,TAS
2025-06-02 16:55:00,VIC1,WEMBLEY1,70.7,67.2,72.7,75.6,wind,Waubra Wind Farm,VIC
2025-09-10 00:00:00,QLD1,HLWF1,0.0,0.0,0.0,52.7,solar,Haughton Solar Farm,QLD
2025-11-11 03:30:00,SA1,MTMILLAR,11.9,11.8,12.6,59.1,wind,Mt Millar Wind Farm,SA
2025-09-20 22:20:00,SA1,LKBONNY4,0.0,0.0,0.0,84.8,solar,Lake Bonney Solar,SA
2025-11-10 13:10:00,VIC1,GANNBAT1,1.2,1.1,25.0,463.1,battery,Gannawarra Battery,VIC
2025-06-03 05:15:00,SA1,AGLSOM,3.4,3.5,132.2,24.2,gas,Somerton,SA
2025-08-28 21:35:00,VIC1,MORTLK1,90.1,82.5,122.3,18.5,gas,Mortlake,VIC
2025-10-13 01:45:00,VIC1,LOYA2,81.6,80.1,120.9,3.7,coal,Loy Yang A,VIC
2025-09-17 21:40:00,VIC1,GANNBAT1,-4.5,-4.4,25.0,482.1,battery,Gannawarra Battery,VIC
2025-10-31 06:15:00,TAS1,REECE1,36.4,37.0,187.9,32.3,hydro,Reece,TAS
2025-08-16 04:40:00,VIC1,GARDNR1,0.0,0.0,0.0,132.7,solar,Gannawarra Solar Farm,VIC
2025-09-25 05:40:00,SA1,SNOWTWN1,85.7,85.7,86.0,68.4,wind,Snow Town,SA
2025-08-08 09:30:00,VIC1,LOYB1,445.8,434.4,450.1,3.7,coal,Loy Yang B,VIC
2025-10-29 17:25:00,TAS1,REECE1,192.8,193.5,230.0,69.1,hydro,Reece,TAS
2025-06-14 17:45:00,NSW1,ERGT01,592.6,610.1,647.0,3.8,coal,Eraring,NSW
2025-07-09 06:00:00,VIC1,MEWF1,27.6,27.8,28.3,112.7,wind,Mt Mercer Wind Farm,VIC
2025-06-10 14:35:00,QLD1,CALL1,285.7,284.0,296.3,7.7,coal,Callide B,QLD
2025-09-28 18:45:00,SA1,AGLSOM,0.3,0.3,60.6,12.4,gas,Somerton,SA
2025-07-05 08:35:00,NSW1,ERGT03,541.7,543.1,573.8,4.5,coal,Eraring,NSW
2025-07-20 17:15:00,NSW1,VALES2,474.2,475.0,483.8,6.0,coal,Vales Point,NSW
2025-10-23 06:30:00,VIC1,VPML,12.2,11.9,31.4,24.0,gas,Valley Power,VIC
2025-07-28 13:15:00,VIC1,JBUTNS1,106.8,108.8,152.7,10.2,gas,Jeeralang,VIC
2025-06-19 13:00:00,TAS1,GORDONS1,126.4,125.6,189.5,86.3,hydro,Gordon,TAS
2025-05-27 19:35:00,VIC1,ARWF1,228.6,231.9,240.0,119.0,wind,Ararat Wind Farm,VIC
2025-07-04 06:10:00,NSW1,BAYSW3,485.6,471.7,526.2,6.9,coal,Bayswater,NSW
2025-11-06 11:25:00,SA1,HPRL1,1.1,1.1,100.0,397.6,battery,Hornsdale Power Reserve,SA
2025-08-31 20:20:00,VIC1,MEWF1,55.4,57.1,56.4,56.0,wind,Mt Mercer Wind Farm,VIC
2025-11-21 01:30:00,NSW1,MURRAY1,152.2,151.7,707.2,50.6,hydro,Murray 1,NSW
2025-07-02 03:40:00,TAS1,DARWIN1,18.1,17.8,45.7,83.7,hydro,Darwin,TAS
2025-07-26 23:15:00,QLD1,BRAEMAR2,4.4,4.8,97.4,11.3,gas,Braemar,QLD
2025-06-22 16:50:00,VIC1,LOYA3,471.4,483.0,510.7,4.3,coal,Loy Yang A,VIC
2025-08-04 12:05:00,SA1,AGLHAL,23.5,24.2,195.5,29.1,gas,Hallett,SA
2025-09-03 12:35:00,QLD1,DAYDREAMS,109.0,110.3,114.9,192.3,solar,Daydream Solar Farm,QLD
2025-10-18 01:55:00,NSW1,BAYSW3,495.1,496.5,510.0,6.5,coal,Bayswater,NSW
2025-07-29 23:50:00,VIC1,VBBL1,11.8,11.3,300.0,568.2,battery,Victorian Big Battery,VIC
2025-10-11 10:05:00,NSW1,OCGT1,1.7,1.6,144.5,20.5,gas,Uranquinty,NSW
2025-09-14 23:05:00,SA1,SNOWTWN1,48.0,46.1,51.7,93.7,wind,Snow Town,SA
2025-07-16 02:35:00,VIC1,GANNBAT1,0.6,0.6,25.0,230.3,battery,Gannawarra Battery,VIC
2025-11-06 00:35:00,TAS1,JOHN_HF1,15.4,15.2,38.1,57.0,hydro,John Butters,TAS
2025-08-11 00:45:00,NSW1,NYNGAN1,0.0,0.0,0.0,161.7,solar,Nyngan Solar Plant,NSW
2025-06-20 11:30:00,QLD1,TARONG2,385.3,382.3,391.3,6.3,coal,Tarong,QLD
2025-11-15 05:05:00,QLD1,KAREEYA1,21.1,21.2,87.9,13.5,gas,Kareeya,QLD
2025-11-06 05:55:00,QLD1,BRAEMAR1,8.0,8.7,405.3,14.7,gas,Braemar,QLD
2025-06-02 00:20:00,TAS1,JOHN_HF1,66.7,65.8,126.7,79.6,hydro,John Butters,TAS
2025-11-04 06:05:00,NSW1,BAYSW3,77.0,78.9,95.3,5.2,coal,Bayswater,NSW
2025-11-12 10:10:00,NSW1,BAYSW2,542.6,532.1,587.2,4.0,coal,Bayswater,NSW
2025-10-21 21:30:00,NSW1,VALES1,579.2,564.3,612.8,6.3,coal,Vales Point,NSW
2025-07-09 09:50:00,NSW1,WALGETT1,-559.7,-573.2,850.0,435.2,battery,Waratah Super Battery,NSW
2025-09-15 21:30:00,SA1,HDWF1,248.9,243.1,252.6,33.8,wind,Hornsdale Wind Farm,SA
2025-08-29 23:00:00,VIC1,GARDNR1,0.0,0.0,0.0,119.8,solar,Gannawarra Solar Farm,VIC
2025-09-13 20:50:00,NSW1,ERGT03,647.5,660.9,670.2,4.8,coal,Eraring,NSW
2025-09-13 04:40:00,NSW1,BAYSW1,509.8,500.7,548.7,4.2,coal,Bayswater,NSW
2025-09-17 08:05:00,NSW1,CAPTL_WF,88.8,91.7,91.9,107.5,wind,Capital Wind Farm,NSW
2025-08-25 13:10:00,VIC1,GARDNR1,26.1,26.5,27.3,114.1,solar,Gannawarra Solar Farm,VIC
2025-09-26 16:05:00,VIC1,MORTLK2,7.4,6.7,145.5,27.6,gas,Mortlake,VIC
2025-08-27 20:15:00,NSW1,ERGT02,531.2,531.6,577.0,6.9,coal,Eraring,NSW
2025-05-26 23:55:00,SA1,PELICAN1,20.5,19.3,82.2,28.2,gas,Pelican Point,SA
2025-05-30 10:05:00,NSW1,CAPTL_WF,80.2,81.9,82.4,77.6,wind,Capital Wind Farm,NSW
2025-11-14 09:00:00,VIC1,LOYB1,443.7,441.3,475.9,4.2,coal,Loy Yang B,VIC
2025-11-05 11:40:00,QLD1,TARONG2,353.6,347.1,357.5,7.5,coal,Tarong,QLD
2025-09-07 13:55:00,NSW1,NYNGAN1,64.6,65.1,66.9,103.1,solar,Nyngan Solar Plant,NSW
2025-06-24 18:35:00,VIC1,LOYB1,404.0,415.5,409.7,4.0,coal,Loy Yang B,VIC
2025-10-13 05:30:00,NSW1,ERGT03,574.7,563.2,612.3,5.2,coal,Eraring,NSW
2025-06-19 01:50:00,VIC1,WEMBLEY1,145.2,144.8,152.0,105.7,wind,Waubra Wind Farm,VIC
