settlement_date,region_id,rrp,raise_6sec,lower_6sec,total_demand_mw,net_interchange,scheduled_generation
2025-11-21 18:30:00,SA1,537.93,11.33,1.65,1691.4,-45.3,1705.2
2025-06-16 03:30:00,NSW1,212.64,5.64,5.8,4697.6,1005.4,3440.5
2025-10-10 21:00:00,VIC1,52.32,1.01,0.2,5599.6,32.0,4792.0
2025-09-02 01:30:00,VIC1,44.5,1.4,0.84,3245.8,-78.0,3403.1
2025-06-21 14:30:00,VIC1,48.26,3.49,0.73,5565.7,644.3,4699.0
2025-07-25 13:30:00,SA1,108.36,1.61,1.69,1421.8,31.1,1344.8
2025-10-29 02:00:00,QLD1,112.36,2.44,2.6,4613.0,681.6,3674.0
2025-08-09 10:00:00,NSW1,65.83,1.21,0.39,7228.5,129.9,6638.5
2025-09-15 23:00:00,SA1,74.34,0.56,1.26,1395.9,-120.0,1447.4
2025-11-01 06:30:00,VIC1,80.99,2.21,1.17,5400.6,43.7,5064.6
2025-10-28 23:30:00,VIC1,164.32,7.39,4.22,5170.5,46.8,4471.7
2025-06-03 14:30:00,QLD1,127.8,2.34,2.3,6454.7,-571.9,7017.8
2025-09-10 21:00:00,SA1,60.5,1.04,0.31,1446.3,9.9,1344.1
2025-06-29 20:30:00,TAS1,95.1,1.94,2.12,925.0,85.1,800.0
2025-09-04 10:30:00,SA1,169.78,4.73,1.83,1467.3,23.4,1377.1
2025-10-06 21:00:00,QLD1,139.06,4.68,3.67,6780.2,-77.3,6502.7
2025-06-09 00:00:00,NSW1,32.82,0.77,0.77,5062.6,-37.1,4435.5
2025-10-07 03:00:00,SA1,119.75,2.21,3.74,1171.6,21.1,1197.2
2025-08-04 02:30:00,NSW1,15228.5,753.53,191.78,5232.2,-2.3,5201.7
2025-09-20 23:30:00,TAS1,69.69,7.39,0.51,971.0,-166.2,1014.1
2025-11-15 08:30:00,VIC1,218.71,13.99,2.03,4823.0,-637.2,5368.4
2025-09-23 08:00:00,TAS1,70.74,0.76,0.33,980.0,-132.3,1110.8
2025-09-18 21:00:00,NSW1,74.61,1.86,1.78,7280.1,-215.2,6722.0
2025-06-21 20:00:00,SA1,169.92,3.53,0.64,1538.9,-67.3,1521.0
2025-05-30 23:30:00,TAS1,28.02,0.68,0.17,1018.5,-40.2,981.9
2025-11-13 10:30:00,QLD1,5255.18,44.67,338.28,6304.1,128.3,5403.8
2025-06-19 00:00:00,TAS1,53.95,0.74,1.68,663.2,159.1,459.9
2025-09-30 16:00:00,VIC1,81.75,3.46,1.3,5017.7,-208.1,5231.2
2025-08-18 14:00:00,NSW1,70.5,1.52,1.41,7462.8,927.8,6781.0
2025-05-31 22:00:00,TAS1,89.62,2.86,0.65,910.0,19.5,918.0
2025-11-10 08:00:00,VIC1,63.22,2.19,1.57,4520.4,-632.7,4452.5
2025-11-18 19:30:00,TAS1,267.66,36.07,3.42,1315.6,9.5,1292.7
2025-07-03 09:00:00,NSW1,135.61,2.38,2.95,6289.4,543.3,5602.3
2025-08-13 10:00:00,SA1,80.71,2.15,0.21,1550.0,-3.2,1621.4
2025-10-17 21:30:00,SA1,57.58,3.25,1.39,1320.3,70.1,1132.2
2025-09-08 19:00:00,VIC1,224.9,1.9,0.84,6169.3,-159.6,5590.8
2025-08-30 16:00:00,QLD1,636.59,25.93,2.82,8178.2,-940.9,9350.1
2025-07-23 05:00:00,QLD1,56.47,1.02,3.4,4721.3,-374.3,4522.8
2025-08-18 08:30:00,NSW1,233.27,2.33,4.37,6033.9,131.9,5997.2
2025-06-12 14:30:00,SA1,85.2,1.92,0.31,1537.5,187.0,1150.8
2025-10-01 09:00:00,QLD1,75.21,1.07,1.45,5846.5,-403.5,6450.4
2025-06-27 04:30:00,VIC1,63.46,1.57,2.41,4717.2,56.6,4138.4
2025-07-04 23:30:00,SA1,92.26,1.14,1.21,1616.4,52.7,1421.2
2025-09-03 04:00:00,SA1,139.19,13.4,6.07,961.9,73.2,803.5
2025-09-29 16:00:00,NSW1,142.13,7.19,1.93,8547.2,-417.7,8449.2
2025-09-24 18:00:00,QLD1,400.24,19.84,3.03,6708.4,142.7,6741.3
2025-06-23 13:30:00,QLD1,67.87,1.84,1.77,6456.3,-49.0,6440.9
2025-10-11 17:30:00,NSW1,142.43,1.97,1.69,7827.8,-389.6,8191.2
2025-06-16 01:30:00,SA1,97.44,2.38,0.78,1096.5,-246.4,1268.5
2025-08-10 00:30:00,SA1,27.95,1.08,1.17,833.8,99.0,678.3
2025-05-30 14:00:00,VIC1,87.47,0.72,4.54,5308.9,-435.9,5627.0
2025-10-10 07:00:00,NSW1,115.0,4.15,4.54,5962.8,-778.0,6151.0
2025-09-28 14:00:00,VIC1,-632.14,11.05,4.75,5895.1,-143.3,6162.8
2025-08-03 06:30:00,VIC1,77.54,4.82,2.19,4818.9,-56.6,4763.4
2025-11-02 13:30:00,SA1,72.71,0.67,0.32,1598.8,-167.7,1563.3
2025-06-23 22:30:00,QLD1,30.79,0.73,0.17,6627.7,908.8,5467.5
2025-05-26 02:30:00,QLD1,77.03,1.23,1.6,4592.4,-6.9,4542.6
2025-08-11 00:00:00,QLD1,8194.49,256.12,56.63,4667.2,-922.0,4766.4
2025-06-27 03:30:00,TAS1,45.11,1.34,1.01,599.8,70.5,497.8
2025-10-24 01:30:00,VIC1,29.03,2.0,1.73,3417.5,109.8,2877.2
2025-07-13 13:00:00,SA1,54.6,1.1,2.35,1517.8,74.2,1472.8
2025-07-12 20:30:00,SA1,64.19,0.55,1.46,1669.9,12.2,1416.0
2025-05-27 16:00:00,VIC1,170.26,4.74,0.4,6705.7,451.6,6462.4
2025-05-30 10:00:00,SA1,125.53,2.23,0.76,1375.2,51.4,1358.9
2025-06-03 12:30:00,NSW1,109.19,7.29,0.79,7204.6,474.0,6613.5
2025-09-25 23:00:00,QLD1,129.93,5.13,1.48,6302.4,252.2,5254.6
2025-09-03 03:00:00,SA1,81.56,0.2,2.8,1104.0,-39.8,1132.9
2025-11-19 06:30:00,VIC1,145.12,3.19,1.35,5132.4,-197.3,5200.1
2025-10-25 07:00:00,NSW1,31.23,0.39,1.35,6481.9,259.1,6434.5
2025-11-16 23:30:00,QLD1,48.94,1.31,2.0,6629.5,490.6,6160.2
2025-08-23 01:30:00,SA1,43.97,1.18,0.23,1050.1,25.8,1013.2
2025-11-08 02:00:00,TAS1,155.41,1.28,0.92,829.6,-24.0,860.9
2025-08-02 13:30:00,VIC1,104.75,4.0,1.17,5956.2,36.2,5465.9
2025-05-27 20:00:00,VIC1,107.16,0.81,1.78,5509.3,-846.9,5589.6
2025-08-01 05:00:00,SA1,45.67,1.92,0.77,1167.5,-7.7,1141.3
2025-06-14 19:30:00,TAS1,53.9,0.89,1.24,1232.3,-83.6,1314.9
2025-10-23 09:00:00,TAS1,39.14,1.2,0.49,919.9,67.9,738.5
2025-09-30 07:30:00,NSW1,74.25,3.65,0.85,6713.7,685.0,5566.2
2025-09-23 16:30:00,SA1,377.86,10.7,7.04,1669.7,9.3,1727.7
2025-11-13 21:30:00,TAS1,51.27,0.47,3.09,1050.3,38.8,932.9
2025-09-29 16:00:00,VIC1,117.93,2.44,2.14,5176.3,328.0,4821.6
2025-07-20 20:00:00,SA1,158.34,1.21,6.04,1489.7,43.4,1324.2
2025-06-01 20:30:00,SA1,63.43,1.01,0.92,1424.9,279.9,1070.5
2025-07-04 13:00:00,NSW1,115.3,0.89,12.26,7717.0,-540.7,7169.4
2025-09-10 21:30:00,SA1,29.15,0.58,1.02,1377.4,-203.1,1436.1
2025-08-15 15:30:00,SA1,78.97,6.98,2.65,1553.8,55.7,1416.5
2025-06-18 16:30:00,SA1,436.13,7.42,9.07,1726.5,59.2,1486.4
2025-11-07 15:30:00,VIC1,64.06,0.63,1.94,5160.0,88.1,4664.8
2025-09-08 17:00:00,VIC1,245.18,18.01,9.11,5797.1,215.9,5231.9
2025-10-30 21:00:00,NSW1,76.86,2.65,0.73,6874.7,1206.8,5359.3
2025-10-02 05:00:00,SA1,86.9,0.51,1.93,960.4,37.9,868.8
2025-08-21 09:00:00,QLD1,94.71,1.67,0.8,5457.3,-1041.4,6190.0
2025-11-12 18:30:00,TAS1,131.6,4.19,1.65,1168.8,-20.8,1201.0
2025-07-21 05:00:00,TAS1,42.22,1.66,2.14,647.2,-51.0,709.4
2025-09-29 15:30:00,NSW1,109.64,1.49,1.01,7510.1,1400.9,5805.9
2025-09-02 22:00:00,QLD1,52.15,0.57,1.38,6454.0,759.5,5135.6
2025-06-18 16:30:00,QLD1,233.23,9.96,4.58,8305.5,-206.8,8756.5
2025-08-21 04:00:00,QLD1,140.73,2.11,2.44,4658.9,28.0,4449.8
2025-06-19 13:00:00,TAS1,69.12,0.52,0.77,967.7,8.5,867.6
2025-10-04 06:30:00,VIC1,122.63,2.92,3.1,5512.5,11.0,5210.5
2025-11-08 22:30:00,QLD1,53.33,4.04,3.82,6205.4,546.0,5832.2
2025-08-07 20:30:00,VIC1,184.81,12.34,7.07,4397.0,817.6,3195.4
2025-10-15 17:00:00,VIC1,152.33,2.3,1.44,6611.8,-558.2,7116.9
2025-09-22 14:30:00,TAS1,117.58,1.49,2.42,1056.9,40.1,1057.8
2025-09-26 07:30:00,VIC1,35.56,0.24,1.76,5110.7,-77.6,5405.9
2025-06-06 02:30:00,NSW1,48.97,1.53,2.15,4596.6,1415.5,3205.8
2025-09-24 09:30:00,QLD1,246.59,5.89,3.34,5818.6,837.1,5079.0
2025-06-07 07:00:00,NSW1,204.05,2.31,3.06,6492.5,-795.4,6782.1
2025-09-02 11:00:00,SA1,241.67,8.97,9.68,1427.5,101.2,1305.0
2025-09-23 01:00:00,QLD1,39.69,1.11,2.94,4891.5,331.5,4605.4
2025-07-11 18:00:00,VIC1,141.72,1.75,0.69,6097.1,140.3,5531.5
2025-06-07 19:00:00,VIC1,206.47,0.24,2.4,6229.5,328.3,5136.2
2025-10-21 19:30:00,QLD1,-29.77,0.61,2.48,7454.6,664.6,6960.9
2025-07-10 12:30:00,TAS1,90.2,0.88,3.42,1049.7,103.8,897.6
2025-11-03 11:30:00,NSW1,66.98,2.12,1.86,7185.1,375.7,6446.5
2025-11-06 15:00:00,QLD1,72.21,0.46,1.18,5485.5,-301.3,5633.2
2025-09-17 22:00:00,QLD1,173.75,2.55,3.89,5812.7,138.3,4887.2
2025-10-06 16:00:00,QLD1,577.83,5.65,56.59,6718.3,-158.4,7159.3
2025-09-25 04:30:00,VIC1,214.34,1.81,2.85,3279.0,-169.5,3060.6
2025-10-08 20:00:00,QLD1,136.35,5.74,1.96,6108.4,-571.8,6519.5
2025-11-10 08:00:00,SA1,121.35,2.86,3.38,1414.2,-36.5,1314.6
2025-06-19 02:00:00,SA1,103.83,0.54,1.22,1045.5,-160.4,1210.1
2025-07-06 16:30:00,TAS1,225.7,2.8,2.11,1097.6,63.2,1003.5
2025-09-18 00:30:00,VIC1,49.57,1.52,0.5,3225.1,-324.5,3525.7
2025-10-14 09:30:00,SA1,110.08,1.22,3.1,1402.3,-57.9,1447.7
2025-08-29 17:00:00,NSW1,209.9,11.41,1.4,8990.7,-68.9,8258.6
2025-05-30 19:30:00,NSW1,209.58,1.89,12.77,8864.4,849.6,7743.2
2025-06-11 03:00:00,NSW1,69.55,0.74,5.26,4545.4,-349.0,4411.3
2025-09-24 09:30:00,TAS1,65.93,0.47,0.63,1131.7,-20.5,1118.2
2025-10-01 20:30:00,QLD1,126.92,2.03,2.2,5893.3,476.8,5156.4
2025-07-25 13:00:00,QLD1,435.99,1.16,3.63,6647.5,323.0,6059.3
2025-11-04 08:00:00,NSW1,148.1,3.16,6.28,6023.7,-989.6,6020.2
2025-08-26 16:00:00,TAS1,198.66,2.64,7.34,1288.7,-99.2,1227.0
2025-06-30 00:30:00,QLD1,93.35,1.2,4.88,4092.7,120.7,3915.3
2025-11-03 13:30:00,NSW1,92.75,0.76,3.11,6421.3,727.1,5178.0
2025-08-24 16:30:00,TAS1,62.54,0.74,2.07,1158.0,-51.9,1121.9
2025-06-17 22:00:00,TAS1,63.86,1.28,4.7,1011.8,-58.4,1009.3
2025-11-12 17:30:00,VIC1,381.66,14.94,3.89,5455.6,-383.5,5654.3
2025-10-18 11:30:00,NSW1,105.09,1.61,1.77,6689.9,-88.9,6955.6
2025-06-23 16:00:00,TAS1,185.64,2.58,6.09,1092.0,-22.0,1049.6
2025-09-15 12:30:00,SA1,66.45,0.91,1.23,1457.1,-99.0,1554.3
2025-09-17 18:00:00,SA1,788.13,8.25,30.59,1703.4,17.9,1573.1
2025-08-04 18:30:00,VIC1,106.45,2.43,0.77,6435.2,-279.8,6831.8
2025-11-10 16:00:00,SA1,385.22,88.6,7.11,1786.5,69.9,1516.3
2025-10-20 03:30:00,VIC1,171.81,2.46,2.38,3737.5,-148.1,3736.3
2025-08-07 20:00:00,VIC1,118.52,7.96,1.19,4946.5,-161.9,4375.2
2025-07-27 20:00:00,TAS1,141.09,4.42,1.35,996.4,-159.5,1159.8
2025-11-21 13:30:00,QLD1,70.68,2.03,3.01,6344.4,-469.7,6008.8
2025-09-24 10:30:00,VIC1,139.78,3.95,1.9,5492.7,-514.6,5882.4
2025-11-08 02:30:00,QLD1,62.56,0.59,1.22,4362.9,-593.5,4455.5
2025-07-28 08:00:00,SA1,100.69,3.84,3.27,1326.2,146.8,1209.2
2025-08-29 09:30:00,NSW1,197.39,2.97,2.12,6572.2,-538.1,7204.7
2025-10-30 18:00:00,NSW1,382.6,19.79,11.5,7624.3,22.6,7201.5
2025-06-12 11:00:00,QLD1,54.87,3.26,1.19,5709.6,-255.2,6085.3
2025-06-13 05:00:00,SA1,82.55,3.1,1.85,1212.9,-1.4,1063.9
2025-06-19 22:30:00,SA1,45.07,0.16,1.25,1512.9,-29.3,1585.6
2025-10-29 13:30:00,SA1,85.15,3.67,1.28,1495.8,-65.1,1575.6
2025-10-25 16:00:00,TAS1,117.83,6.0,3.93,1183.0,142.1,1039.8
2025-08-09 06:30:00,VIC1,132.77,3.17,1.44,5549.8,-402.5,5880.6
2025-07-26 21:30:00,VIC1,105.29,0.8,6.58,4789.4,1.1,4122.4
2025-06-03 07:30:00,VIC1,104.38,1.18,0.92,4737.8,399.2,3835.4
2025-06-06 20:00:00,TAS1,93.33,0.51,1.04,949.4,122.1,794.4
2025-05-24 05:00:00,VIC1,170.08,1.85,10.91,3934.8,235.9,3788.3
2025-10-16 00:30:00,TAS1,107.97,5.37,0.16,775.6,-76.5,759.8
2025-10-09 14:00:00,QLD1,86.51,1.38,0.58,5620.3,-152.7,5214.1
2025-05-30 19:30:00,VIC1,677.39,3.22,8.34,5889.0,-51.9,6147.8
2025-09-30 20:30:00,SA1,49.24,1.15,0.46,1674.8,-108.9,1665.4
2025-06-13 21:30:00,VIC1,193.77,10.7,1.03,4721.3,-529.8,5080.4
2025-06-27 21:30:00,TAS1,65.6,2.1,3.78,970.2,-36.0,943.6
2025-09-04 13:00:00,QLD1,127.36,3.88,2.88,6580.2,1282.5,4591.2
2025-08-13 10:30:00,VIC1,83.31,3.76,0.24,5055.1,-343.7,5592.2
2025-09-04 03:30:00,VIC1,-260.38,48.92,0.88,3717.7,57.2,3352.2
2025-06-10 05:00:00,TAS1,95.72,1.09,0.78,736.1,15.1,667.7
2025-10-06 22:00:00,VIC1,83.79,1.18,1.8,4704.4,177.1,4290.2
2025-09-25 20:00:00,SA1,86.38,3.68,0.27,1503.6,176.6,1223.2
2025-09-29 05:00:00,VIC1,147.49,7.65,2.44,3813.4,70.7,3884.3
2025-09-18 13:00:00,VIC1,43.1,0.37,0.86,4858.0,-448.7,4664.4
2025-07-30 06:30:00,QLD1,87.35,1.23,0.84,5954.8,533.0,4966.6
2025-08-20 22:30:00,VIC1,118.92,2.3,1.59,4914.9,-407.6,5222.0
2025-06-19 21:30:00,NSW1,206.23,2.97,1.1,7889.9,-567.1,7750.3
2025-10-31 11:30:00,NSW1,66.9,0.88,11.99,6987.8,-58.7,7285.8
2025-10-11 20:00:00,NSW1,98.89,1.24,9.02,6810.6,23.7,6362.8
2025-07-18 18:00:00,SA1,302.49,4.2,3.14,1802.9,225.4,1373.9
2025-11-09 05:30:00,SA1,66.86,0.46,0.64,1082.9,123.9,846.8
2025-06-16 11:00:00,SA1,204.49,8.85,4.51,1471.9,256.9,1084.7
2025-11-09 13:00:00,QLD1,178.22,2.25,0.74,6260.8,953.5,5214.3
2025-08-19 20:00:00,VIC1,68.02,2.68,0.94,5148.7,75.0,4463.6
2025-06-02 07:30:00,TAS1,105.5,0.85,1.79,910.1,-27.9,942.1
2025-06-19 11:00:00,VIC1,75.79,2.16,0.51,5019.4,155.3,4723.1
2025-10-01 18:00:00,NSW1,174.02,6.18,2.14,8093.0,-595.0,8382.7
2025-09-05 12:00:00,TAS1,285.82,2.3,6.69,1078.4,-58.7,1189.1
2025-07-29 20:30:00,NSW1,84.51,0.44,1.34,7608.0,-397.4,7025.5
2025-09-20 13:30:00,TAS1,178.48,3.12,3.52,1051.0,62.0,902.0
2025-09-19 13:30:00,NSW1,58.27,2.14,1.16,7510.6,68.7,6612.1
2025-08-06 09:00:00,QLD1,171.4,4.09,1.79,5570.3,224.3,5193.0
2025-11-09 00:30:00,QLD1,83.27,0.77,3.13,4486.5,19.9,4272.9
2025-08-10 16:30:00,TAS1,140.7,4.77,0.72,1058.2,-160.3,1225.3
2025-08-27 03:30:00,TAS1,77.13,1.4,1.63,754.0,99.8,565.0
2025-11-21 14:30:00,TAS1,69.69,1.39,0.69,1055.5,101.2,885.4
2025-11-03 21:30:00,QLD1,52.66,0.95,0.4,6762.9,-28.9,6467.4
2025-10-27 14:30:00,TAS1,27.24,2.87,0.54,1026.0,64.0,977.0
2025-10-02 08:30:00,QLD1,70.92,0.52,1.38,5994.0,602.7,5204.2
2025-11-21 02:00:00,VIC1,69.33,1.13,0.82,3307.9,-251.8,3429.6
2025-09-29 03:30:00,SA1,49.06,0.21,5.03,1076.0,103.8,939.9
2025-08-03 00:30:00,QLD1,78.04,3.28,1.15,4276.6,-281.6,4019.9
2025-09-20 10:30:00,SA1,172.52,1.27,5.6,1664.1,-116.2,1531.5
2025-11-14 04:30:00,SA1,93.6,3.42,0.37,1101.8,73.1,1043.3
2025-11-06 17:30:00,NSW1,124.96,3.36,5.36,7363.5,219.3,7199.3
2025-08-23 20:00:00,QLD1,51.69,1.16,0.94,6804.1,-207.6,6365.1
2025-05-25 01:00:00,NSW1,35.36,1.23,0.2,4728.9,-153.9,4360.2
2025-11-09 05:30:00,QLD1,130.53,1.27,3.42,5091.9,-91.0,5125.6
2025-08-17 17:00:00,VIC1,163.87,3.27,0.83,6105.9,-444.1,5671.6
2025-06-03 16:00:00,SA1,737.37,15.78,3.23,1913.9,118.4,1824.7
2025-09-24 00:00:00,NSW1,121.86,2.12,0.78,5566.7,24.4,4764.3
2025-07-09 06:30:00,VIC1,93.94,2.54,0.98,5146.7,178.6,4727.4
2025-06-25 19:30:00,VIC1,267.04,6.41,8.21,6828.4,-364.8,7108.4
2025-08-18 06:00:00,QLD1,148.07,4.65,0.68,5807.9,-53.8,5482.4
2025-06-04 03:30:00,SA1,35.62,0.68,1.44,1002.9,121.1,877.7
2025-07-30 21:00:00,QLD1,43.67,0.42,1.21,6597.6,63.8,5565.1
2025-10-19 10:00:00,TAS1,90.96,4.04,3.2,957.3,2.1,879.2
2025-08-04 06:30:00,SA1,68.86,2.14,0.23,1519.7,23.8,1329.9
2025-11-05 05:30:00,SA1,-546.51,9.24,27.52,961.4,124.5,857.8
2025-10-13 18:00:00,VIC1,139.67,6.02,4.21,6300.7,-45.9,6375.0
2025-06-29 11:00:00,TAS1,73.67,0.82,0.72,1021.1,-64.8,1089.2
2025-08-31 19:30:00,SA1,97.04,4.26,0.5,1736.0,117.9,1437.2
2025-10-18 06:30:00,NSW1,73.16,1.48,0.5,6622.5,-234.1,5969.0
2025-07-13 12:30:00,TAS1,111.13,3.87,2.35,1010.5,30.8,986.6
2025-10-25 10:30:00,SA1,54.2,0.76,0.87,1630.7,-24.7,1468.4
2025-05-28 08:30:00,SA1,143.55,2.61,8.31,1308.1,-151.0,1461.4
2025-08-17 19:00:00,VIC1,174.72,4.93,1.38,5617.3,266.7,5358.6
2025-06-20 15:30:00,NSW1,160.29,4.02,2.11,7340.1,-270.7,7911.1
2025-09-03 04:30:00,QLD1,96.55,2.49,1.32,3985.7,179.5,3691.3
2025-07-07 10:30:00,QLD1,89.99,2.6,10.07,6188.2,619.7,5340.5
2025-06-06 13:00:00,QLD1,64.91,0.48,0.73,6984.1,-873.7,7568.8
2025-08-28 06:30:00,SA1,165.23,24.59,1.64,1458.8,217.6,1123.1
2025-07-10 07:00:00,VIC1,144.5,4.37,1.58,4589.2,-448.9,4568.7
2025-10-11 20:00:00,TAS1,33.64,1.13,0.81,1010.2,-18.4,1057.3
2025-11-20 03:00:00,TAS1,41.72,0.83,0.35,638.1,21.2,533.4
2025-10-21 17:30:00,SA1,236.21,5.94,1.6,1652.0,-96.3,1833.7
2025-07-19 13:30:00,TAS1,43.03,0.4,0.61,1095.4,-8.1,1128.7
2025-09-16 06:00:00,VIC1,-374.55,4.59,6.37,5289.7,382.2,4328.8
2025-06-20 07:00:00,NSW1,85.27,1.43,1.73,6202.9,-682.6,5993.5
2025-08-28 09:00:00,VIC1,142.86,3.47,4.19,5309.8,306.7,4782.4
2025-06-24 15:00:00,VIC1,32.86,1.13,1.21,5247.5,886.5,4386.9
2025-08-31 09:30:00,TAS1,48.45,0.18,0.32,884.4,-6.7,818.1
2025-06-05 08:00:00,QLD1,-320.76,20.03,6.94,6068.6,183.9,5044.7
2025-06-06 11:30:00,TAS1,2373.17,30.15,176.42,1046.3,-17.8,927.5
2025-09-30 23:00:00,VIC1,71.36,1.43,0.36,5052.1,-147.5,5327.7
2025-09-11 04:00:00,TAS1,50.17,1.99,2.8,730.1,37.6,595.9
2025-06-03 12:30:00,VIC1,81.36,2.58,1.66,5637.6,61.0,5081.6
2025-10-08 11:00:00,TAS1,231.33,6.8,12.96,951.4,3.6,929.5
2025-08-29 15:00:00,SA1,69.63,0.92,0.31,1542.3,-6.2,1574.1
2025-06-12 13:00:00,QLD1,123.61,2.86,0.91,5779.3,-259.3,5473.4
2025-09-05 11:00:00,TAS1,29.94,2.51,3.56,1076.4,90.0,917.3
2025-06-25 13:30:00,SA1,53.09,0.87,0.58,1301.6,-214.5,1468.3
2025-09-16 20:00:00,TAS1,100.76,1.96,0.48,1064.0,-109.5,1089.2
2025-11-06 05:30:00,NSW1,101.29,0.84,2.24,4880.3,179.8,4627.4
2025-10-13 19:00:00,QLD1,168.49,4.41,8.64,7138.3,-607.8,6935.2
2025-05-28 07:30:00,VIC1,75.12,1.11,0.49,5032.8,-262.7,5447.5
2025-07-02 05:30:00,TAS1,58.5,0.36,0.55,729.5,36.8,721.3
2025-07-30 19:30:00,SA1,468.38,23.99,4.2,1616.0,-10.4,1633.9
2025-07-22 07:30:00,SA1,57.91,5.39,0.49,1447.2,-140.8,1390.1
2025-06-13 16:00:00,SA1,371.33,10.62,14.57,2103.7,82.1,1847.8
2025-09-25 10:30:00,SA1,55.02,0.43,0.18,1504.0,52.7,1500.0
2025-11-09 00:30:00,NSW1,88.55,0.94,1.37,5401.4,-113.0,5002.2
2025-09-09 08:00:00,VIC1,167.22,6.22,3.37,4592.3,-275.1,4503.4
2025-07-29 18:00:00,TAS1,52.97,0.57,0.22,1097.9,69.0,1066.5
2025-07-19 09:30:00,NSW1,36.58,0.58,0.94,7501.8,-516.3,7935.7
2025-06-02 03:00:00,TAS1,158.59,8.08,1.63,840.3,5.0,747.1
2025-06-13 03:30:00,QLD1,37.29,1.53,1.77,3885.0,860.8,3132.0
2025-06-06 23:30:00,QLD1,33.36,0.18,0.84,6310.8,-380.8,6469.3
2025-11-19 21:00:00,SA1,71.84,2.08,0.49,1530.3,-124.7,1419.1
2025-09-13 19:30:00,SA1,270.93,7.45,12.32,2074.7,-131.0,2166.3
2025-06-20 03:00:00,NSW1,50.05,1.74,0.93,5972.8,-801.5,6244.3
2025-09-05 00:30:00,QLD1,80.29,4.71,1.21,5003.2,-73.5,5201.5
2025-06-29 07:30:00,TAS1,71.81,1.37,1.7,1065.0,171.4,838.3
2025-10-25 07:30:00,NSW1,21.67,0.47,0.66,6743.8,894.6,5903.9
2025-09-09 08:30:00,VIC1,68.95,0.55,0.55,5624.7,-833.7,6630.4
2025-08-03 08:00:00,QLD1,138.93,2.92,5.15,5995.1,-76.8,5516.0
2025-08-05 12:30:00,TAS1,79.75,2.88,0.56,1030.4,95.6,860.5
2025-07-27 23:30:00,NSW1,103.01,1.26,1.41,6757.5,-352.3,7366.1
2025-09-21 13:30:00,VIC1,78.78,5.91,1.37,5049.6,-668.0,5553.7
2025-10-25 09:30:00,QLD1,71.12,2.52,1.98,6038.7,810.0,4517.7
2025-11-16 14:30:00,SA1,56.06,1.56,0.43,1450.7,-102.3,1385.6
2025-07-13 19:30:00,NSW1,332.34,7.91,18.76,8448.2,-781.1,9629.7
2025-06-10 20:00:00,QLD1,87.58,2.47,0.87,7079.3,-482.3,6813.7
2025-10-07 06:00:00,TAS1,48.76,0.24,2.36,1043.9,106.8,840.4
2025-09-06 05:30:00,NSW1,38.6,0.53,1.7,4879.1,-252.4,4931.2
2025-08-28 22:30:00,VIC1,175.74,3.27,0.79,4846.9,-202.4,4508.1
2025-09-30 13:30:00,QLD1,149.26,2.48,2.51,6757.3,83.1,6389.9
2025-09-29 09:00:00,NSW1,182.46,3.52,6.14,6964.6,558.1,5586.2
2025-09-27 03:00:00,TAS1,49.84,1.28,1.61,680.0,-1.3,637.2
2025-06-18 08:30:00,SA1,44.54,1.44,0.9,1524.5,-196.2,1775.1
2025-07-22 22:00:00,TAS1,47.98,2.08,0.55,1049.5,-69.5,1073.7
2025-07-05 01:00:00,QLD1,323.18,9.22,3.55,4366.8,308.3,3926.7
2025-06-04 08:00:00,SA1,70.74,3.19,0.83,1243.0,40.8,1110.9
2025-11-04 19:30:00,VIC1,154.03,7.63,2.4,5463.5,-462.9,6218.3
2025-06-23 03:30:00,NSW1,70.76,3.63,0.49,4990.5,-265.9,5218.0
2025-09-04 14:00:00,TAS1,111.48,4.95,0.39,1073.5,-109.8,1201.7
2025-10-02 15:00:00,TAS1,52.38,2.87,2.71,1041.9,120.3,865.3
2025-05-31 02:30:00,TAS1,54.87,0.44,2.68,593.7,49.4,526.3
2025-09-23 13:30:00,SA1,61.5,1.54,0.47,1463.4,-76.5,1609.0
2025-11-17 06:00:00,VIC1,99.57,2.02,0.57,5224.5,-33.4,4516.2
2025-10-20 15:00:00,NSW1,92.74,8.12,1.29,7606.2,-198.0,8064.8
2025-07-26 15:00:00,NSW1,60.21,10.45,0.86,6788.9,1054.5,5342.0
2025-06-24 03:00:00,VIC1,106.59,1.98,0.7,3842.4,387.9,3262.9
2025-09-06 17:00:00,SA1,727.42,5.27,13.38,1764.6,10.5,1700.7
2025-09-07 23:00:00,TAS1,98.78,0.67,0.32,1075.7,92.7,980.9
2025-09-20 19:00:00,QLD1,149.26,1.93,1.78,6340.6,-572.7,5929.2
2025-10-12 23:30:00,TAS1,85.73,1.2,0.7,1030.0,19.4,859.4
2025-09-24 04:30:00,SA1,149.06,3.08,2.59,1082.0,-187.5,1322.1
2025-09-12 19:30:00,NSW1,164.54,8.22,1.72,7504.8,-561.3,8406.1
2025-08-10 14:30:00,SA1,59.99,0.69,1.13,1569.4,-208.2,1848.7
2025-09-29 10:30:00,TAS1,52.84,0.6,1.49,1039.4,68.0,832.4
2025-10-19 05:00:00,VIC1,79.75,0.7,1.69,3102.8,-602.1,3398.3
2025-05-26 23:30:00,SA1,140.97,7.22,5.22,1396.6,82.6,1210.7
