notice_id,notice_type,issue_time,reason,effective_date,region_id,intervention
88,LOR2,2025-05-22 03:50:22,LACK OF RESERVE LEVEL 2 — SA1: AEMO declares LOR2 for 03:50 AEST. Forecast reserve 381 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-05-22 04:26:22,SA1,True
89,LOR1,2025-06-03 03:49:37,LOR1 DECLARED — SA1: Reserve shortfall forecast for 03:49 AEST. Available generation 2980 MW against requirement 3153 MW. Net shortfall 359 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-06-03 04:58:37,SA1,False
90,MARKET NOTICE,2024-12-09 13:41:22,CONSTRAINT ACTIVATION NOTICE: Constraint set V^HYTS_MLTS_N has been activated from 13:41 AEST. The constraint applies to TAS1. RHS value: 594 MW. Reason: frequency control ancillary service shortfall in lower 60-second service. Affected generators have been notified via EMMS. The constraint will ...,2024-12-09 14:57:22,,False
91,MARKET NOTICE,2025-02-07 07:21:14,INTERCONNECTOR LIMIT REDUCTION — VIC1-NSW1: The transfer capability of VIC1-NSW1 has been reduced to 1650 MW in the northward direction from 07:21 AEST until further notice due to transient stability limit for loss of Loy Yang A unit 4. Constraint set V^MLTS1-HYTS_E has been applied. NEMDE will o...,2025-02-07 08:30:14,,False
92,MARKET NOTICE,2025-10-09 16:12:59,"MARKET PRICE CAP DECLARATION — SA1: The Regional Reference Price for SA1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 16:12 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8.22...",2025-10-09 17:47:59,,False
93,MARKET NOTICE,2024-12-11 22:39:53,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 22:39 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2024-12-11 23:51:53,,False
94,MARKET NOTICE,2025-02-10 12:33:53,"ADMINISTERED PRICE CAP NOTICE — SA1: The cumulative price threshold has been breached in SA1. The Administered Price Cap of $300/MWh will apply from trading interval 12:33 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids an...",2025-02-10 13:45:53,,False
95,RESERVE NOTICE,2025-09-17 11:51:54,ADVANCE RESERVE NOTICE — VIC1: AEMO is advising market participants of forecast tight reserve conditions for trading day 20 September 2025. Forecast demand 9889 MW. Current committed generation 9131 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availabilit...,2025-09-17 13:24:54,VIC1,False
96,LOR1,2025-08-26 08:16:45,LOR1 DECLARED — SA1: Reserve shortfall forecast for 08:16 AEST. Available generation 3248 MW against requirement 3588 MW. Net shortfall 145 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-08-26 09:44:45,SA1,False
97,MARKET NOTICE,2025-03-30 06:33:34,CONSTRAINT ACTIVATION NOTICE: Constraint set V^HYTS_MLTS_N has been activated from 06:33 AEST. The constraint applies to NSW1. RHS value: 1108 MW. Reason: transient stability limit for loss of Loy Yang A unit 4. Affected generators have been notified via EMMS. The constraint will remain active un...,2025-03-30 08:05:34,,False
98,SYSTEM NORMAL,2025-08-29 19:56:42,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 15:56 AEST on 29 August 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-08-29 20:23:42,,False
99,SYSTEM NORMAL,2025-11-02 08:30:12,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 02:30 AEST on 02 November 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-11-02 09:34:12,,False
100,LOR1,2025-03-29 08:29:52,"LACK OF RESERVE LEVEL 1 NOTICE — NSW1: Projected reserve margin is 52 MW, below the LOR1 threshold of 229 MW for the trading interval commencing 08:29 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as con...",2025-03-29 08:57:52,NSW1,False
101,MARKET NOTICE,2025-01-23 00:40:07,"MARKET PRICE CAP DECLARATION — TAS1: The Regional Reference Price for TAS1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 00:40 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-01-23 02:39:07,,False
102,MARKET NOTICE,2025-09-11 02:40:56,"ADMINISTERED PRICE CAP NOTICE — NSW1: The cumulative price threshold has been breached in NSW1. The Administered Price Cap of $300/MWh will apply from trading interval 02:40 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-09-11 03:52:56,,False
103,MARKET NOTICE,2025-11-06 02:15:21,CONSTRAINT ACTIVATION NOTICE: Constraint set N_X_HYTS_GUN_1 has been activated from 02:15 AEST. The constraint applies to NSW1. RHS value: 273 MW. Reason: bushfire-related pre-emptive constraint — high fire danger in transmission corridor. Affected generators have been notified via EMMS. The cons...,2025-11-06 03:18:21,,False
104,SYSTEM NORMAL,2025-11-19 22:56:34,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 16:56 AEST on 19 November 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-11-19 23:05:34,,False
105,MARKET NOTICE,2025-10-22 02:27:07,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 02:27 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-10-22 03:40:07,,False
106,MARKET NOTICE,2025-05-03 19:36:20,CONSTRAINT ACTIVATION NOTICE: Constraint set S^NIL_PEAK_1530_3 has been activated from 19:36 AEST. The constraint applies to NSW1. RHS value: 1064 MW. Reason: planned works on Snowy 2.0 transmission connection — commissioning phase restriction. Affected generators have been notified via EMMS. The...,2025-05-03 20:11:20,,False
107,RESERVE NOTICE,2025-07-03 17:44:15,ADVANCE RESERVE NOTICE — TAS1: AEMO is advising market participants of forecast tight reserve conditions for trading day 06 July 2025. Forecast demand 10325 MW. Current committed generation 9285 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availability wi...,2025-07-03 19:27:15,TAS1,False
108,SYSTEM NORMAL,2025-04-19 00:37:07,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 19:37 AEST on 18 April 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-04-19 02:11:07,,False
109,LOR3,2025-02-24 07:36:19,LACK OF RESERVE LEVEL 3 — EMERGENCY: QLD1 is experiencing a reserve deficit of 182 MW. AEMO is issuing directions under NER clause 4.8.9 to all available generators in QLD1 and adjacent regions. Load shedding may be required to maintain system security. AEMO is in contact with QLD1 DNSP to coordi...,2025-02-24 09:03:19,QLD1,True
110,SYSTEM NORMAL,2025-03-19 17:55:01,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR2 notice issued at 14:55 AEST on 19 March 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-03-19 18:27:01,,False
111,SYSTEM NORMAL,2024-12-30 07:05:43,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 03:05 AEST on 30 December 2024 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2024-12-30 08:47:43,,False
112,MARKET NOTICE,2025-06-23 20:21:37,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 20:21 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-06-23 20:58:37,,False
113,SYSTEM NORMAL,2025-01-14 09:30:50,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR2 notice issued at 03:30 AEST on 14 January 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-01-14 09:43:50,,False
114,MARKET NOTICE,2024-11-28 15:46:50,CONSTRAINT ACTIVATION NOTICE: Constraint set S^NIL_PEAK_1530_3 has been activated from 15:46 AEST. The constraint applies to SA1. RHS value: 765 MW. Reason: vegetation growth reducing conductor-to-ground clearance below statutory limit. Affected generators have been notified via EMMS. The constra...,2024-11-28 17:34:50,,False
115,SYSTEM NORMAL,2025-08-02 21:15:30,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 20:15 AEST on 02 August 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-08-02 21:31:30,,False
116,MARKET NOTICE,2025-11-01 16:36:20,INTERCONNECTOR LIMIT REDUCTION — V-SA: The transfer capability of V-SA has been reduced to 690 MW in the westward direction from 16:36 AEST until further notice due to planned works on Snowy 2.0 transmission connection — commissioning phase restriction. Constraint set V^HYTS_MLTS_N has been appli...,2025-11-01 16:46:20,,False
117,SYSTEM NORMAL,2025-08-11 22:25:23,SYSTEM NORMAL — QLD1: Reserve conditions have returned to normal levels in QLD1. The LOR2 notice issued at 18:25 AEST on 11 August 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-08-11 23:19:23,,False
118,SYSTEM NORMAL,2025-06-24 18:41:06,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 15:41 AEST on 24 June 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-06-24 19:09:06,,False
119,LOR2,2024-12-31 16:51:57,"LACK OF RESERVE LEVEL 2 NOTICE — VIC1: Directed reserve shortfall. Available capacity 2416 MW, requirement 2608 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2024-12-31 17:51:57,VIC1,True
120,MARKET NOTICE,2025-01-26 20:37:38,"MARKET PRICE CAP DECLARATION — VIC1: The Regional Reference Price for VIC1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 20:37 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-01-26 20:59:38,,False
121,SYSTEM NORMAL,2024-11-24 15:04:35,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 12:04 AEST on 24 November 2024 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2024-11-24 16:56:35,,False
122,SYSTEM NORMAL,2025-07-03 15:35:02,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 09:35 AEST on 03 July 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-07-03 16:28:02,,False
123,LOR2,2025-06-03 21:50:35,"LACK OF RESERVE LEVEL 2 NOTICE — QLD1: Directed reserve shortfall. Available capacity 4963 MW, requirement 5289 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-06-03 22:25:35,QLD1,True
124,LOR1,2025-11-12 02:50:14,LOR1 DECLARED — VIC1: Reserve shortfall forecast for 02:50 AEST. Available generation 3710 MW against requirement 3775 MW. Net shortfall 190 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-11-12 04:19:14,VIC1,False
125,LOR3,2025-07-03 09:34:57,LOR3 EMERGENCY DECLARED — QLD1: Emergency directions issued. Available capacity 2931 MW against minimum requirement 3034 MW. AEMO has contacted all registered participants. Involuntary load shedding 136 MW now active. Situation is being monitored continuously.,2025-07-03 10:29:57,QLD1,True
126,LOR1,2025-05-25 22:09:23,"LACK OF RESERVE LEVEL 1 NOTICE — SA1: Projected reserve margin is 58 MW, below the LOR1 threshold of 227 MW for the trading interval commencing 22:09 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as cond...",2025-05-25 22:54:23,SA1,False
127,LOR2,2025-02-01 15:12:54,LACK OF RESERVE LEVEL 2 — SA1: AEMO declares LOR2 for 15:12 AEST. Forecast reserve 257 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-02-01 16:07:54,SA1,True
128,MARKET NOTICE,2025-03-03 21:18:39,"MARKET PRICE CAP DECLARATION — SA1: The Regional Reference Price for SA1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 21:18 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8.22...",2025-03-03 22:30:39,,False
129,LOR2,2025-01-06 10:02:34,"LACK OF RESERVE LEVEL 2 NOTICE — VIC1: Directed reserve shortfall. Available capacity 2947 MW, requirement 3198 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-01-06 11:12:34,VIC1,True
130,MARKET NOTICE,2024-11-25 17:19:26,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 17:19 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2024-11-25 19:08:26,,False
131,SYSTEM NORMAL,2025-09-06 08:46:18,SYSTEM NORMAL — SA1: Reserve conditions have returned to normal levels in SA1. The LOR2 notice issued at 06:46 AEST on 06 September 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-09-06 10:01:18,,False
132,MARKET NOTICE,2025-03-04 01:36:55,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 1263 MW in the northward direction from 01:36 AEST until further notice due to planned works on Snowy 2.0 transmission connection — commissioning phase restriction. Constraint set N^^Q_NIL_1 has b...,2025-03-04 02:37:55,,False
133,RESERVE NOTICE,2025-08-22 10:15:24,"SUMMER DEMAND RESERVE NOTICE — TAS1: Elevated demand forecast for the period 24 August 2025. Peak demand forecast 7247 MW, representing 19% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts...",2025-08-22 10:54:24,TAS1,False
134,MARKET NOTICE,2025-03-06 08:37:31,INTERCONNECTOR LIMIT REDUCTION — VIC1-NSW1: The transfer capability of VIC1-NSW1 has been reduced to 1083 MW in the northward direction from 08:37 AEST until further notice due to vegetation growth reducing conductor-to-ground clearance below statutory limit. Constraint set N_X_HYTS_GUN_1 has bee...,2025-03-06 09:39:31,,False
135,LOR2,2025-04-25 10:58:50,LACK OF RESERVE LEVEL 2 — SA1: AEMO declares LOR2 for 10:58 AEST. Forecast reserve 340 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-04-25 12:48:50,SA1,True
136,MARKET NOTICE,2025-05-12 09:04:59,CONSTRAINT ACTIVATION NOTICE: Constraint set F_I+LREG+ML_RREG_0600 has been activated from 09:04 AEST. The constraint applies to SA1. RHS value: 955 MW. Reason: frequency control ancillary service shortfall in lower 60-second service. Affected generators have been notified via EMMS. The constrain...,2025-05-12 09:34:59,,False
137,LOR1,2025-05-26 04:09:38,LOR1 DECLARED — TAS1: Reserve shortfall forecast for 04:09 AEST. Available generation 2689 MW against requirement 3025 MW. Net shortfall 96 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-05-26 04:42:38,TAS1,False
138,LOR2,2025-08-11 23:22:30,LACK OF RESERVE LEVEL 2 — TAS1: AEMO declares LOR2 for 23:22 AEST. Forecast reserve 204 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-08-12 00:39:30,TAS1,True
139,SYSTEM NORMAL,2025-03-24 03:23:11,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR2 notice issued at 00:23 AEST on 24 March 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-03-24 04:03:11,,False
140,LOR1,2025-04-20 20:42:51,"LACK OF RESERVE LEVEL 1 NOTICE — SA1: Projected reserve margin is 377 MW, below the LOR1 threshold of 503 MW for the trading interval commencing 20:42 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as con...",2025-04-20 22:08:51,SA1,False
141,SYSTEM NORMAL,2024-12-07 11:12:47,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 08:12 AEST on 07 December 2024 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2024-12-07 12:21:47,,False
142,SYSTEM NORMAL,2025-09-14 09:45:52,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 07:45 AEST on 14 September 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-09-14 10:29:52,,False
143,SYSTEM NORMAL,2025-06-10 20:51:58,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 15:51 AEST on 10 June 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-06-10 21:17:58,,False
144,MARKET NOTICE,2025-10-21 17:48:49,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 17:48 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-10-21 18:13:49,,False
145,MARKET NOTICE,2025-02-26 09:58:50,INTERCONNECTOR LIMIT REDUCTION — T-V-MNSP1: The transfer capability of T-V-MNSP1 has been reduced to 1774 MW in the northward direction from 09:58 AEST until further notice due to voltage stability limit following contingency N-1 on Heywood interconnector. Constraint set Q^^Q_NIL_PEAK_1530 has be...,2025-02-26 10:37:50,,False
146,MARKET NOTICE,2024-11-25 02:16:41,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 02:16 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2024-11-25 03:33:41,,False
147,LOR1,2025-10-28 16:05:01,LOR1 DECLARED — QLD1: Reserve shortfall forecast for 16:05 AEST. Available generation 2968 MW against requirement 3204 MW. Net shortfall 71 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-10-28 16:10:01,QLD1,False
148,MARKET NOTICE,2024-12-24 23:20:52,"ADMINISTERED PRICE CAP NOTICE — TAS1: The cumulative price threshold has been breached in TAS1. The Administered Price Cap of $300/MWh will apply from trading interval 23:20 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2024-12-24 23:42:52,,False
149,SYSTEM NORMAL,2025-09-20 21:32:22,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR1 notice issued at 15:32 AEST on 20 September 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this t...,2025-09-20 21:56:22,,False
150,SYSTEM NORMAL,2025-10-12 15:23:00,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR1 notice issued at 13:23 AEST on 12 October 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-10-12 15:39:00,,False
151,SYSTEM NORMAL,2025-10-10 11:37:51,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR2 notice issued at 08:37 AEST on 10 October 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-10-10 11:58:51,,False
152,LOR2,2024-12-11 15:58:39,"LACK OF RESERVE LEVEL 2 NOTICE — TAS1: Directed reserve shortfall. Available capacity 1859 MW, requirement 2148 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2024-12-11 16:58:39,TAS1,True
153,RESERVE NOTICE,2024-12-26 01:37:26,"SUMMER DEMAND RESERVE NOTICE — VIC1: Elevated demand forecast for the period 31 December 2024. Peak demand forecast 9362 MW, representing 23% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecas...",2024-12-26 02:35:26,VIC1,False
154,SYSTEM NORMAL,2025-11-04 21:07:58,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 17:07 AEST on 04 November 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-11-04 21:19:58,,False
155,MARKET NOTICE,2025-02-21 20:48:58,INTERCONNECTOR LIMIT REDUCTION — V-SA: The transfer capability of V-SA has been reduced to 1759 MW in the westward direction from 20:48 AEST until further notice due to planned works on Snowy 2.0 transmission connection — commissioning phase restriction. Constraint set F_MAIN+ML_MR_0600 has been ...,2025-02-21 22:08:58,,False
156,SYSTEM NORMAL,2025-03-30 19:59:05,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR1 notice issued at 16:59 AEST on 30 March 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-03-30 21:47:05,,False
157,RESERVE NOTICE,2025-04-01 16:58:35,ADVANCE RESERVE NOTICE — VIC1: AEMO is advising market participants of forecast tight reserve conditions for trading day 03 April 2025. Forecast demand 7009 MW. Current committed generation 6303 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availability wi...,2025-04-01 17:23:35,VIC1,False
158,MARKET NOTICE,2025-07-02 11:12:26,CONSTRAINT ACTIVATION NOTICE: Constraint set Q^^Q_NIL_PEAK_1530 has been activated from 11:12 AEST. The constraint applies to TAS1. RHS value: 1085 MW. Reason: planned works on Snowy 2.0 transmission connection — commissioning phase restriction. Affected generators have been notified via EMMS. Th...,2025-07-02 11:21:26,,False
159,LOR2,2025-03-04 23:57:32,"LACK OF RESERVE LEVEL 2 NOTICE — NSW1: Directed reserve shortfall. Available capacity 2679 MW, requirement 2745 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-03-05 00:46:32,NSW1,True
160,SYSTEM NORMAL,2024-12-20 15:01:16,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR1 notice issued at 14:01 AEST on 20 December 2024 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2024-12-20 15:43:16,,False
161,SYSTEM NORMAL,2025-07-15 20:36:37,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR2 notice issued at 19:36 AEST on 15 July 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-07-15 20:47:37,,False
162,RESERVE NOTICE,2024-12-26 00:45:19,"SUMMER DEMAND RESERVE NOTICE — TAS1: Elevated demand forecast for the period 29 December 2024. Peak demand forecast 8577 MW, representing 15% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecas...",2024-12-26 01:51:19,TAS1,False
163,MARKET NOTICE,2025-02-02 11:04:44,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 11:04 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-02-02 12:05:44,,False
164,SYSTEM NORMAL,2025-08-15 19:56:14,SYSTEM NORMAL — SA1: Reserve conditions have returned to normal levels in SA1. The LOR1 notice issued at 17:56 AEST on 15 August 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-08-15 21:14:14,,False
165,MARKET NOTICE,2024-12-08 13:46:05,CONSTRAINT ACTIVATION NOTICE: Constraint set V^GUNNQ_MUGG_E has been activated from 13:46 AEST. The constraint applies to SA1. RHS value: 1073 MW. Reason: Basslink power flow control — thermal limit in wet end equipment. Affected generators have been notified via EMMS. The constraint will remain ...,2024-12-08 14:16:05,,False
166,MARKET NOTICE,2025-01-04 16:45:05,INTERCONNECTOR LIMIT REDUCTION — VIC1-NSW1: The transfer capability of VIC1-NSW1 has been reduced to 770 MW in the northward direction from 16:45 AEST until further notice due to voltage stability limit following contingency N-1 on Heywood interconnector. Constraint set F_MAIN+ML_MR_0600 has been...,2025-01-04 18:02:05,,False
167,LOR1,2025-04-27 00:18:03,"LACK OF RESERVE LEVEL 1 NOTICE — QLD1: Projected reserve margin is 372 MW, below the LOR1 threshold of 652 MW for the trading interval commencing 00:18 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-04-27 01:51:03,QLD1,False
168,MARKET NOTICE,2025-03-06 15:10:34,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 923 MW in the northward direction from 15:10 AEST until further notice due to network overload protection — South Australia radial supply risk. Constraint set S_RADIAL_SA_1 has been applied. NEMDE...,2025-03-06 16:37:34,,False
169,SYSTEM NORMAL,2025-02-04 20:41:07,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR3 notice issued at 16:41 AEST on 04 February 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-02-04 22:33:07,,False
170,MARKET NOTICE,2025-06-24 02:48:09,"MARKET PRICE CAP DECLARATION — VIC1: The Regional Reference Price for VIC1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 02:48 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-06-24 04:40:09,,False
171,LOR2,2025-07-31 09:56:24,"LACK OF RESERVE LEVEL 2 NOTICE — NSW1: Directed reserve shortfall. Available capacity 2102 MW, requirement 2401 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-07-31 10:29:24,NSW1,True
172,SYSTEM NORMAL,2025-08-06 05:36:00,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 03:36 AEST on 06 August 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-08-06 06:52:00,,False
173,RESERVE NOTICE,2025-08-05 12:35:19,"SUMMER DEMAND RESERVE NOTICE — VIC1: Elevated demand forecast for the period 08 August 2025. Peak demand forecast 12344 MW, representing 12% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecast...",2025-08-05 14:12:19,VIC1,False
174,LOR2,2025-10-16 07:52:42,"LACK OF RESERVE LEVEL 2 NOTICE — TAS1: Directed reserve shortfall. Available capacity 3236 MW, requirement 3545 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-10-16 08:20:42,TAS1,True
175,RESERVE NOTICE,2025-07-07 09:54:52,"SUMMER DEMAND RESERVE NOTICE — NSW1: Elevated demand forecast for the period 12 July 2025. Peak demand forecast 7685 MW, representing 6% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts vi...",2025-07-07 10:59:52,NSW1,False
176,SYSTEM NORMAL,2025-03-24 20:54:27,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR2 notice issued at 16:54 AEST on 24 March 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-03-24 22:38:27,,False
