event_id,event_type,region,subregion,affected_customers,start_time,end_time,duration_minutes,cause_category,cause_description,resolution_description,saidi_minutes,saifi_count
e5dc0187-8b2b-497c-8f9a-68773d0e74ab,emergency,WA,Broome,89,2024-01-31T02:04:03,2024-01-31T04:17:03,133,third_party,High-load transport escort failed to contact network operations for clearance confirmation — HV conductor contacted by oversized load.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.000168,8.9e-05
956e2f04-e579-43ea-a361-2adf15697548,unplanned,QLD,Rockhampton,105,2023-04-22T11:04:33,2023-04-22T13:50:33,166,equipment_failure,Voltage regulator malfunction caused sustained over-voltage condition. Customer voltage complaints triggered investigation.,Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.000302,0.000101
51e24d05-f5b2-4890-b5e1-cfb8f325f6c8,unplanned,QLD,Gold Coast,441,2025-01-21T13:03:37,2025-01-21T13:51:37,48,weather,Heatwave caused thermal overloading on three 11kV feeders serving Melbourne outer suburb load pocket.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.000284,0.00047
08f28bbf-9969-4907-9ad6-f181f12c1ef0,unplanned,NSW,Tamworth,4066,2024-03-25T15:48:31,2024-03-25T21:51:31,363,equipment_failure,Voltage regulator malfunction caused sustained over-voltage condition. Customer voltage complaints triggered investigation.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.026388,0.004607
8edfcb6b-46c3-411c-9be6-285546d682ba,emergency,VIC,Shepparton,821,2024-12-06T11:19:42,2024-12-06T13:42:42,143,weather,Ice accretion on conductors near Mount Buller feeder — progressive galloping led to phase-to-phase contact.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.0016,0.000971
d3f7d453-17a3-468b-9f6a-bef36b550ca0,planned,NSW,Tamworth,281,2023-05-10T10:10:35,2023-05-10T12:19:35,129,weather,Dust storm reduced visibility and deposited abrasive particulates in open-type switchgear — accelerated wear on contacts identified.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.000666,0.000304
208580f7-cf0e-40f1-b4bd-5dce13ad8043,unplanned,QLD,Townsville,1186,2023-02-05T11:16:27,2023-02-05T12:23:27,67,equipment_failure,Protection relay mis-trip caused by CT secondary open circuit during maintenance access. Maintenance management process review initiated.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.001155,0.001231
cb45292f-9bcc-470d-adb7-8e255aced1f6,planned,WA,Bunbury,867,2025-08-08T02:15:55,2025-08-08T03:53:55,98,weather,Dust storm reduced visibility and deposited abrasive particulates in open-type switchgear — accelerated wear on contacts identified.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.00143,0.000845
a5917db6-236c-45e5-aa11-883853c9c2fb,planned,QLD,Gold Coast,323,2025-11-27T07:33:53,2025-11-27T08:42:53,69,weather,"Heavy rainfall caused landslip, undermining pole foundations on steep terrain section of distribution feeder.",Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.00035,0.000361
5ba86fee-2d2b-40ab-80c0-efddda6d1421,emergency,NSW,Wollongong,216,2025-12-05T10:30:50,2025-12-05T12:49:50,139,third_party,Telecommunications contractor inadvertently disconnected control cable at zone substation while working in cable management area.,Protection settings reviewed and corrected following investigation. Coordination test conducted prior to re-energisation.,0.000457,0.000235
3d59da45-d611-475e-9912-92b9af896b61,planned,QLD,Gold Coast,259,2023-02-18T17:00:59,2023-02-18T19:55:59,175,equipment_failure,Protection relay mis-trip caused by CT secondary open circuit during maintenance access. Maintenance management process review initiated.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.000724,0.000293
22d72a5d-9420-4a03-93cc-4f6398e55330,emergency,VIC,Bendigo,350,2025-12-14T00:12:41,2025-12-14T03:14:41,182,vegetation,Bamboo encroachment from adjacent residential boundary — multiple contacts in 12-month period. Formal notice issued to landowner.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.000905,0.000297
82e2b4ce-c062-410d-800a-8749f5fc15fa,unplanned,WA,Bunbury,454,2024-12-04T13:39:00,2024-12-04T17:22:00,223,equipment_failure,SCADA communication loss to remote switching station delayed fault isolation by 42 minutes.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.001845,0.000475
d948881d-41c4-4afa-bb9b-16a633d673fc,planned,QLD,Toowoomba,116,2023-05-05T12:27:07,2023-05-05T14:00:07,93,third_party,Planned civil works by local council exposed and damaged cable duct bank — as-built records not provided to council prior to works.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.000185,9.8e-05
fbb42d2c-81ff-43bc-95f9-e2b126891c1b,planned,NSW,Tamworth,1855,2024-10-26T14:02:34,2024-10-26T16:23:34,141,vegetation,Palm frond in high-wind conditions bridged gap between conductors on uninsulated overhead line in residential precinct.,Damaged conductors reconductored over two-day planned outage window. Hot-line clamp used to restore partial supply ahead of full conductor replacement.,0.005005,0.001785
885fcdf4-5999-4940-9dc3-3dfd191f36ad,planned,NSW,Parramatta,615,2025-02-19T06:56:11,2025-02-19T07:48:11,52,unknown,Fault occurred during night hours. Patrol conducted at first light — no cause identified. Thermal camera deployed on re-energisation.,Protection settings reviewed and corrected following investigation. Coordination test conducted prior to re-energisation.,0.000567,0.00071
20808763-5b7a-47b3-8974-2717e7838de2,planned,SA,Victor Harbor,531,2023-09-07T02:11:51,2023-09-07T03:45:51,94,vegetation,Palm frond in high-wind conditions bridged gap between conductors on uninsulated overhead line in residential precinct.,Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.000867,0.00047
5c0a12c8-7a04-48b0-a485-08c8411f43a4,unplanned,QLD,Gold Coast,831,2024-08-07T18:03:11,2024-08-07T19:03:11,60,vegetation,Tree fell across multiple spans during night storm. Difficult terrain access extended restoration time by 3.5 hours.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.000973,0.000983
69ef72a1-c369-45e6-919e-a0aa7507b1ba,unplanned,QLD,Mackay,135,2025-06-03T23:04:20,2025-06-03T23:43:20,39,equipment_failure,Voltage regulator malfunction caused sustained over-voltage condition. Customer voltage complaints triggered investigation.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,9.8e-05,0.000143
aeca1bc1-8e36-441f-8943-79e7cee122cf,planned,NSW,Dubbo,214,2025-07-24T17:47:13,2025-07-24T22:17:13,270,equipment_failure,Underground cable fault detected at 2.3 km from substation. TDR testing localised fault to road crossing duct section.,Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.001044,0.000202
112ec376-d848-4a0d-99c9-984d5194e62b,unplanned,NSW,Port Macquarie,1418,2024-09-16T18:42:27,2024-09-16T19:21:27,39,third_party,Crane boom contact with 33kV overhead line on construction site adjacent to substation. Site access permit issued by network — subsequent investigation found boom height exceeded permit conditions.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.000959,0.001211
45559ef0-b5d5-4f00-8275-136fcb2d3c10,emergency,QLD,Toowoomba,211,2024-01-22T23:28:27,2024-01-23T01:05:27,97,weather,Cyclone-force winds in North Queensland caused widespread pole damage across 37 km of rural distribution network.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.000312,0.000179
bd4c76c8-f8a7-453a-86cc-52a8c2f89a88,emergency,VIC,Melbourne CBD,86,2025-03-15T13:18:16,2025-03-15T15:25:16,127,equipment_failure,Circuit breaker mal-operated during routine switching sequence. Root cause: mechanical latch fatigue on main trip mechanism.,Damaged conductors reconductored over two-day planned outage window. Hot-line clamp used to restore partial supply ahead of full conductor replacement.,0.000179,7.9e-05
a4b3289b-4667-405b-b0e4-736f1a99d81e,emergency,VIC,Wodonga,702,2023-05-11T21:28:39,2023-05-12T03:32:39,364,equipment_failure,Fuse failure on 11kV overhead spur — overloaded following load transfer from adjacent feeder under planned outage conditions.,Circuit manually reconfigured from redundant path. Failed component removed and sent for post-incident investigation to OEM.,0.004469,0.000616
6f708fd4-89b9-4990-83f4-7be67e01a5ff,unplanned,NSW,Dubbo,149,2025-02-24T18:15:40,2025-02-24T18:53:40,38,weather,Lightning strike on unshielded 22kV overhead line caused conductor burndown at dead-end structure.,Circuit manually reconfigured from redundant path. Failed component removed and sent for post-incident investigation to OEM.,7.9e-05,0.000121
5a556215-db83-436f-926f-58799218dbc3,planned,NSW,Dubbo,166,2024-12-15T15:58:26,2024-12-15T16:38:26,40,weather,Flooding inundated ground-mounted switchgear at zone substation. 600 mm above design flood level recorded.,Protection settings reviewed and corrected following investigation. Coordination test conducted prior to re-energisation.,0.000127,0.000185
435aa738-8230-4658-8ffa-8afd65ad437b,unplanned,NSW,Parramatta,866,2023-04-11T19:41:30,2023-04-11T20:59:30,78,equipment_failure,Pole-mounted recloser lockout — auto-reclose function disabled in error after firmware update. Crew deployed for manual restoration.,Replacement transformer installed from strategic spare. Network restored within 8 hours of fault. Post-energisation monitoring in place for 72 hours.,0.000967,0.000955
89d0b235-ff39-41d6-959b-db434ed75187,unplanned,WA,Albany,290,2025-08-25T21:49:28,2025-08-25T23:31:28,102,vegetation,Weed tree fell across 22kV line — species not present during last annual patrol. Ground crew responded within target response time.,Protection settings reviewed and corrected following investigation. Coordination test conducted prior to re-energisation.,0.000534,0.000318
68e385c9-8919-44e9-9ad4-768f3bf520bd,unplanned,WA,Rockingham,598,2024-09-24T16:04:50,2024-09-24T17:48:50,104,equipment_failure,Transformer failed due to insulation breakdown after 28 years of service. Post-incident analysis confirmed moisture ingress through degraded bushing seal.,Protection settings reviewed and corrected following investigation. Coordination test conducted prior to re-energisation.,0.000993,0.00053
02b00090-d8ca-4b1a-b3b3-487e61af4f51,unplanned,VIC,Bendigo,1421,2025-12-30T23:03:44,2025-12-31T01:37:44,154,equipment_failure,Pole-mounted recloser lockout — auto-reclose function disabled in error after firmware update. Crew deployed for manual restoration.,Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.004162,0.001442
fe62cb58-ef03-4c1e-afa1-c35773581456,unplanned,VIC,Bendigo,1147,2025-02-15T07:23:02,2025-02-15T08:42:02,79,equipment_failure,Switchgear flashover triggered by contaminated busbar surface. Atmospheric salt pollution elevated following coastal storm event.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.001456,0.001363
004d091c-ba7b-409d-858e-d622345e50b4,unplanned,WA,Albany,122,2024-07-15T01:25:25,2024-07-15T02:15:25,50,unknown,"Fault cause under investigation — protection operated correctly, fault current consistent with phase-to-earth event. No obvious cause identified during daylight patrol.",Protection settings reviewed and corrected following investigation. Coordination test conducted prior to re-energisation.,9.6e-05,0.000124
e63c2b3c-ef30-4f7a-a33d-29c2d00873b9,planned,VIC,Melbourne CBD,363,2024-08-31T14:20:52,2024-08-31T18:33:52,253,weather,Salt spray deposited on insulator strings during northerly wind event — surface tracking caused fault on 66kV line.,Circuit manually reconfigured from redundant path. Failed component removed and sent for post-incident investigation to OEM.,0.00164,0.000307
b80331ab-42f5-497c-92b4-7a9c34929e45,unplanned,WA,Geraldton,108,2024-12-07T04:45:51,2024-12-07T05:28:51,43,equipment_failure,Switchgear flashover triggered by contaminated busbar surface. Atmospheric salt pollution elevated following coastal storm event.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,7.9e-05,0.000106
fd8afb9b-ee46-4635-a712-2fb345198074,planned,QLD,Sunshine Coast,230,2024-02-27T04:12:44,2024-02-27T05:17:44,65,weather,Ice accretion on conductors near Mount Buller feeder — progressive galloping led to phase-to-phase contact.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.00025,0.000256
a708dd13-fdbc-4e94-9899-7f3777490c45,unplanned,NSW,Port Macquarie,896,2025-05-10T18:33:47,2025-05-10T19:52:47,79,weather,Cyclone-force winds in North Queensland caused widespread pole damage across 37 km of rural distribution network.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.001398,0.00084
5dd71a25-d55d-4411-9083-5f08c0b11709,planned,SA,Victor Harbor,1433,2024-09-28T15:55:55,2024-09-28T18:31:55,156,vegetation,Bamboo encroachment from adjacent residential boundary — multiple contacts in 12-month period. Formal notice issued to landowner.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.003084,0.001651
3e44b064-ec2b-428d-bf35-1b5ff5274acd,unplanned,SA,Renmark,188,2025-01-13T08:18:31,2025-01-13T09:10:31,52,unknown,Fault occurred during night hours. Patrol conducted at first light — no cause identified. Thermal camera deployed on re-energisation.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.000186,0.0002
b60172a2-e5c9-4228-af3d-9e7e5ea1bf99,unplanned,VIC,Shepparton,187,2025-02-09T19:10:38,2025-02-09T19:28:38,18,weather,Ice accretion on conductors near Mount Buller feeder — progressive galloping led to phase-to-phase contact.,Replacement transformer installed from strategic spare. Network restored within 8 hours of fault. Post-energisation monitoring in place for 72 hours.,5.6e-05,0.000209
471a321c-f511-4212-93e5-7b9debc5ad46,unplanned,SA,Port Pirie,303,2023-10-18T09:48:36,2023-10-18T10:48:36,60,vegetation,Palm frond in high-wind conditions bridged gap between conductors on uninsulated overhead line in residential precinct.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.000346,0.000308
f907d6aa-7167-4dee-ace8-51785fcdb963,planned,WA,Geraldton,261,2025-12-30T04:59:17,2025-12-30T07:00:17,121,unknown,"Fault cause under investigation — protection operated correctly, fault current consistent with phase-to-earth event. No obvious cause identified during daylight patrol.",Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.000582,0.000287
e081d30b-711c-4d69-b20a-5ccf22bfc96d,emergency,SA,Mount Gambier,928,2025-04-06T16:03:42,2025-04-06T22:49:42,406,equipment_failure,Cable joint failure on 11kV underground circuit — XLPE splice integrity compromised following trenching works by third party three months prior.,Circuit manually reconfigured from redundant path. Failed component removed and sent for post-incident investigation to OEM.,0.006063,0.000785
24d9c1b4-7b09-4d10-9f00-651c49770b48,unplanned,WA,Kalgoorlie,72,2024-01-12T22:52:58,2024-01-12T23:48:58,56,vegetation,Vegetation contact on 66kV line during prescribed burn — firefighting aircraft operating in same corridor; additional hazard for crews.,Circuit manually reconfigured from redundant path. Failed component removed and sent for post-incident investigation to OEM.,6.6e-05,6.5e-05
7bbc85d4-2ce6-43a8-9bb0-94aee09c747d,unplanned,NSW,Port Macquarie,1622,2025-07-21T12:34:19,2025-07-21T14:19:19,105,vegetation,Tree fell across multiple spans during night storm. Difficult terrain access extended restoration time by 3.5 hours.,Fault located using TDR and cable sectionalisation. Failed joint excavated and replaced with factory-made joint kit. Pressure test passed.,0.003402,0.001839
0d4d3ee7-a040-4944-97f2-c4ab1520010e,unplanned,WA,Kalgoorlie,127,2025-05-27T05:12:40,2025-05-27T06:25:40,73,weather,Severe thunderstorm with gusts exceeding 110 km/h brought down three 132kV towers across a 1.4 km section of transmission corridor.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.000124,0.000127
3eb11670-203b-4739-8022-aedc6fd150b0,unplanned,NSW,Wollongong,673,2024-07-27T07:12:37,2024-07-27T07:59:37,47,weather,Lightning strike on unshielded 22kV overhead line caused conductor burndown at dead-end structure.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.000566,0.000607
3f0fc1a2-6a62-417d-99fd-0beea655b028,emergency,VIC,Melbourne CBD,328,2024-08-31T17:23:43,2024-08-31T21:41:43,258,equipment_failure,Cable joint failure on 11kV underground circuit — XLPE splice integrity compromised following trenching works by third party three months prior.,Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.001332,0.00037
c1228ecf-ff6d-4319-97ca-77d60edabe0d,unplanned,VIC,Wodonga,1029,2023-10-21T19:28:01,2023-10-21T20:06:01,38,unknown,Cause not determined following detailed post-event investigation. Historical fault record suggests intermittent insulation weakness on this circuit section.,Replacement transformer installed from strategic spare. Network restored within 8 hours of fault. Post-energisation monitoring in place for 72 hours.,0.000589,0.001171
382d4d19-8413-4977-b212-14a9d1049ca9,planned,SA,Adelaide CBD,229,2024-11-19T15:12:16,2024-11-19T16:06:16,54,third_party,"Excavation contractor struck 11kV underground cable while trenching for gas main — DBYD lodgement confirmed, incorrect as-built drawings contributed to misalignment.",Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.00023,0.000231
829f416b-ff9e-4e89-85a6-84db7d4954d4,emergency,NSW,Dubbo,700,2023-11-08T01:36:36,2023-11-08T04:17:36,161,unknown,"Fault cause under investigation — protection operated correctly, fault current consistent with phase-to-earth event. No obvious cause identified during daylight patrol.",Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.001612,0.000632
127ca389-1b41-4270-b6b2-e003178a56d7,unplanned,NSW,Albury,3332,2023-06-28T06:06:25,2023-06-28T06:49:25,43,equipment_failure,Switchgear flashover triggered by contaminated busbar surface. Atmospheric salt pollution elevated following coastal storm event.,Circuit manually reconfigured from redundant path. Failed component removed and sent for post-incident investigation to OEM.,0.001912,0.002907
3e77e907-5cdf-4fd1-9290-ce455b569634,unplanned,NSW,Sydney CBD,440,2024-06-25T02:14:02,2024-06-25T03:42:02,88,equipment_failure,Pole-mounted recloser lockout — auto-reclose function disabled in error after firmware update. Crew deployed for manual restoration.,Fault located using TDR and cable sectionalisation. Failed joint excavated and replaced with factory-made joint kit. Pressure test passed.,0.000706,0.000523
b90a7678-4f50-4b5f-823d-47f0db56c57e,planned,QLD,Mackay,1820,2023-06-05T18:26:55,2023-06-05T20:16:55,110,equipment_failure,Switchgear flashover triggered by contaminated busbar surface. Atmospheric salt pollution elevated following coastal storm event.,Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.003023,0.00153
4854bf79-7586-4e79-8d7e-8983ab39b39d,unplanned,SA,Renmark,794,2023-08-02T03:55:19,2023-08-02T05:06:19,71,equipment_failure,Pole-mounted recloser lockout — auto-reclose function disabled in error after firmware update. Crew deployed for manual restoration.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.001101,0.000647
a91e1055-5f90-4085-8c20-ea92c9d2c057,unplanned,VIC,Melbourne CBD,278,2024-05-26T03:36:23,2024-05-26T04:06:23,30,equipment_failure,Transformer failed due to insulation breakdown after 28 years of service. Post-incident analysis confirmed moisture ingress through degraded bushing seal.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.000132,0.000309
564555cd-b716-41ce-8932-bb361b8077a7,unplanned,NSW,Wollongong,4143,2025-04-27T17:53:05,2025-04-27T18:08:05,15,vegetation,Bamboo encroachment from adjacent residential boundary — multiple contacts in 12-month period. Formal notice issued to landowner.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.001122,0.003922
5f353148-0c69-4762-9054-927f4cb4b30f,planned,VIC,Melbourne CBD,701,2024-04-11T09:45:35,2024-04-11T10:17:35,32,vegetation,Palm frond in high-wind conditions bridged gap between conductors on uninsulated overhead line in residential precinct.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.000331,0.000602
b59fa273-d7a0-42f8-8503-3a07e4a7bd1d,unplanned,WA,Mandurah,359,2025-11-29T10:43:51,2025-11-29T14:28:51,225,equipment_failure,Pole-mounted recloser lockout — auto-reclose function disabled in error after firmware update. Crew deployed for manual restoration.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.001153,0.000289
7d8e4af8-83cd-42ba-bce2-3f602cc24813,emergency,SA,Whyalla,634,2024-01-02T18:37:37,2024-01-02T21:58:37,201,unknown,"Fault cause under investigation — protection operated correctly, fault current consistent with phase-to-earth event. No obvious cause identified during daylight patrol.",Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.001929,0.000713
61064714-b348-49fe-a8e6-b18998771c0b,unplanned,NSW,Wollongong,1115,2024-09-25T05:16:24,2024-09-25T05:58:24,42,equipment_failure,Fuse failure on 11kV overhead spur — overloaded following load transfer from adjacent feeder under planned outage conditions.,Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.000625,0.001279
10c8b690-a018-4643-8c1d-1f6a82b81629,unplanned,NSW,Dubbo,620,2025-02-24T08:05:22,2025-02-24T09:07:22,62,equipment_failure,Voltage regulator malfunction caused sustained over-voltage condition. Customer voltage complaints triggered investigation.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.000592,0.000609
60d3d671-778d-4bb2-9fcf-574c10d53072,unplanned,QLD,Brisbane CBD,1007,2024-04-29T08:13:20,2024-04-29T09:29:20,76,equipment_failure,SCADA communication loss to remote switching station delayed fault isolation by 42 minutes.,Protection settings reviewed and corrected following investigation. Coordination test conducted prior to re-energisation.,0.001414,0.00096
8f922333-d447-4e16-8898-873b84596e9a,unplanned,WA,Mandurah,117,2025-11-20T21:26:37,2025-11-21T00:46:37,200,unknown,"Fault cause under investigation — protection operated correctly, fault current consistent with phase-to-earth event. No obvious cause identified during daylight patrol.",Protection settings reviewed and corrected following investigation. Coordination test conducted prior to re-energisation.,0.000443,0.000111
a715c6e6-7d39-485e-ac6e-12b3c655dcdd,unplanned,NSW,Orange,334,2025-11-20T08:50:35,2025-11-20T09:21:35,31,equipment_failure,Circuit breaker mal-operated during routine switching sequence. Root cause: mechanical latch fatigue on main trip mechanism.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.000164,0.000322
b9ec72d0-3470-4236-b21a-996378b389d7,emergency,NSW,Sydney CBD,2653,2025-05-14T12:23:14,2025-05-15T00:08:14,705,equipment_failure,Switchgear flashover triggered by contaminated busbar surface. Atmospheric salt pollution elevated following coastal storm event.,Fault located using TDR and cable sectionalisation. Failed joint excavated and replaced with factory-made joint kit. Pressure test passed.,0.025701,0.002176
4979a2a8-b656-4257-83cd-1cdf3f07ef1b,planned,NSW,Dubbo,3121,2024-08-13T16:49:57,2024-08-13T17:36:57,47,equipment_failure,Protection relay mis-trip caused by CT secondary open circuit during maintenance access. Maintenance management process review initiated.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.001994,0.002931
b56d1d28-601b-4ca4-b7fe-ef4629297852,unplanned,QLD,Gold Coast,636,2025-09-27T08:58:16,2025-09-27T09:39:16,41,weather,Salt spray deposited on insulator strings during northerly wind event — surface tracking caused fault on 66kV line.,Damaged conductors reconductored over two-day planned outage window. Hot-line clamp used to restore partial supply ahead of full conductor replacement.,0.000461,0.000557
4a979f49-5a5d-46d5-8cc0-4359184bf517,unplanned,VIC,Latrobe Valley,4202,2023-04-13T05:58:40,2023-04-13T06:39:40,41,equipment_failure,SCADA communication loss to remote switching station delayed fault isolation by 42 minutes.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.00282,0.003849
e733e4bb-415a-4323-91cf-3a493605c4fd,planned,WA,Fremantle,58,2023-12-26T23:30:38,2023-12-27T00:34:38,64,weather,Ice accretion on conductors near Mount Buller feeder — progressive galloping led to phase-to-phase contact.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,5e-05,6.2e-05
4c900455-8eba-46b6-9f7f-af4907515011,emergency,WA,Perth CBD,1595,2025-07-27T04:46:42,2025-07-27T06:29:42,103,weather,Dust storm reduced visibility and deposited abrasive particulates in open-type switchgear — accelerated wear on contacts identified.,Emergency crew mobilised overnight. Damaged poles replaced using hydraulic digger-derrick. Supply restored by 06:15 following morning.,0.003035,0.001634
20ea7e08-6b31-4b19-a93a-bb49ec1a2b21,unplanned,QLD,Sunshine Coast,138,2024-06-30T03:35:43,2024-06-30T04:55:43,80,weather,Severe thunderstorm with gusts exceeding 110 km/h brought down three 132kV towers across a 1.4 km section of transmission corridor.,Supply restored via generator bridge while cable fault repaired. Generator demobilised following successful cable repair and testing.,0.000182,0.000132
929498ab-3ce4-456b-ae6d-7e04b63f6dc2,unplanned,QLD,Sunshine Coast,72,2025-05-30T09:14:29,2025-05-30T09:52:29,38,weather,Salt spray deposited on insulator strings during northerly wind event — surface tracking caused fault on 66kV line.,Replacement transformer installed from strategic spare. Network restored within 8 hours of fault. Post-energisation monitoring in place for 72 hours.,3.9e-05,7.3e-05
1ff27591-f91a-4803-9749-bbb38979711e,unplanned,NSW,Albury,227,2025-09-18T04:19:34,2025-09-18T05:56:34,97,equipment_failure,Underground cable fault detected at 2.3 km from substation. TDR testing localised fault to road crossing duct section.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.000405,0.000234
a74e950e-dccf-4a5a-bf12-d6a64bde1df7,emergency,NSW,Dubbo,1425,2023-02-16T09:34:49,2023-02-16T15:33:49,359,equipment_failure,Fuse failure on 11kV overhead spur — overloaded following load transfer from adjacent feeder under planned outage conditions.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.0086,0.00141
e6269274-db87-466d-98e1-aa3c6d55f3aa,planned,SA,Port Augusta,608,2023-05-16T05:28:47,2023-05-16T06:53:47,85,weather,Salt spray deposited on insulator strings during northerly wind event — surface tracking caused fault on 66kV line.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.001019,0.000651
b5383b7f-e3bd-47a9-8c2b-2efd4f13b1e9,planned,VIC,Mornington Peninsula,691,2025-12-28T07:26:29,2025-12-28T10:03:29,157,unknown,Fault occurred during night hours. Patrol conducted at first light — no cause identified. Thermal camera deployed on re-energisation.,Temporary bypass cable installed to restore supply while permanent joint repair scheduled. Excavation permit obtained; repair completed within 5 business days.,0.002127,0.000829
35e7cc20-2484-4337-aad0-9482fca72c3a,unplanned,WA,Albany,217,2023-10-09T14:25:11,2023-10-09T15:04:11,39,weather,Flooding inundated ground-mounted switchgear at zone substation. 600 mm above design flood level recorded.,Cleared vegetation and re-tensioned conductors where sag had reduced clearances. Inspection regime increased to 6-monthly for this span.,0.000114,0.00021
31d7c0ca-337c-4170-a5a2-29fd7bab2f37,unplanned,VIC,Geelong,933,2025-04-16T01:42:22,2025-04-16T03:11:22,89,equipment_failure,Protection relay mis-trip caused by CT secondary open circuit during maintenance access. Maintenance management process review initiated.,Manual switching restored supply from alternative source. Defective equipment isolated and locked out pending engineering assessment.,0.001133,0.00096
daa8f4c1-6da2-4310-8dc8-a934728117fb,unplanned,NSW,Parramatta,939,2024-04-12T19:53:56,2024-04-12T21:03:56,70,weather,Severe thunderstorm with gusts exceeding 110 km/h brought down three 132kV towers across a 1.4 km section of transmission corridor.,Circuit manually reconfigured from redundant path. Failed component removed and sent for post-incident investigation to OEM.,0.001245,0.001063
