asset_id,asset_type,asset_name,region,subregion,installation_date,manufacturer,model,rated_capacity_kva,last_inspection_date,condition_score,latitude,longitude,notes
ef89f9f3-28f9-4ee7-a7a8-d8a91de5b4a6,transformer,Transformer-NSW-0117,NSW,Dubbo,2010-02-08,Lucy Electric,UniTrans 1000,315.0,2022-12-23,6.1,33.30276,152.9262,Gasket seal worn; minor moisture ingress risk.
71271c5b-9b6a-4b8e-86e7-1e90b846c233,pole,Pole-NSW-0118,NSW,Tamworth,1993-07-13,Ormazabal,WoodPole-12m,,2021-09-11,3.2,32.58306,153.21118,Corrosion on clamp hardware — recommend replacement within 6 months.
4f7f7cdb-5f7c-43d9-b7be-ffa2da63f422,pole,Pole-QLD-0119,QLD,Sunshine Coast,2019-03-22,Schneider Electric,ConcretePole-14m,,2019-09-10,8.7,25.63052,152.43372,Earthing mat connection verified and in good condition.
569785b9-c71e-48ff-973b-80c0de48f401,meter,Meter-WA-0120,WA,Rockingham,1998-05-12,Siemens,Honeywell Elster AS3500,80.0,2024-05-27,7.3,31.09978,116.91544,Switchgear SF6 pressure low — schedule refill.
706021a4-17b8-4c40-8738-b8eff2796eda,transformer,Transformer-VIC-0121,VIC,Ballarat,2007-12-23,Ormazabal,UniTrans 1000,100.0,2023-10-18,6.7,37.63135,145.79551,Relay coordination settings require review after network topology change.
6ae8bfc5-c667-4dea-bfbd-26234066bcbd,pole,Pole-QLD-0122,QLD,Brisbane CBD,2005-07-23,Lucy Electric,CompositePole-11m,,2023-02-09,3.8,27.38017,153.55793,Metering discrepancy — potential CT saturation under fault conditions.
21f776b9-80ce-4991-9b96-86d66b667bdf,cable,Cable-NSW-0123,NSW,Wollongong,2006-09-24,Schneider Electric,PILC-11kV-185,100.0,2025-03-31,8.7,33.05752,151.13602,Switchgear SF6 pressure low — schedule refill.
51d86309-c3bb-4ad7-8aed-87bf5b9d85c1,pole,Pole-NSW-0124,NSW,Albury,1988-06-11,Schneider Electric,WoodPole-12m,,2021-06-20,2.9,32.81831,150.55425,Gasket seal worn; minor moisture ingress risk.
44c6e099-9c8d-4257-ba15-7cb3d46696da,pole,Pole-VIC-0125,VIC,Wodonga,1986-07-31,GE Grid Solutions,ConcretePole-14m,,2019-10-07,6.5,37.75957,145.50585,Paint delamination on weathering-steel structure.
2425f3c5-7924-451a-a40f-37fba5cb3b8f,cable,Cable-WA-0126,WA,Mandurah,2014-04-29,ABB,XLPE-11kV-300,150.0,2020-02-21,9.9,31.82326,117.2709,Nameplate illegible — asset records confirm ratings.
d5612de5-d5b7-427e-a1f5-b1148d905bdb,transformer,Transformer-NSW-0127,NSW,Albury,2022-06-02,Lucy Electric,EcoStar 800,200.0,2023-08-10,4.9,32.70765,151.22588,Metering discrepancy — potential CT saturation under fault conditions.
062167bd-cdcb-4b0c-b3cf-8cf261ce8485,transformer,Transformer-WA-0128,WA,Bunbury,2019-01-12,Lucy Electric,EcoStar 800,315.0,2019-05-17,4.8,30.99061,116.99303,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
045696a9-e6cb-4ef4-8b58-a42cf5932315,transformer,Transformer-NSW-0129,NSW,Orange,2007-11-22,Ormazabal,PowerGard 500,5000.0,2023-04-26,6.3,33.34746,152.73213,Oil leakage detected on lower tank seam.
d922b6ed-e7af-4497-bf0c-b4dbc520b66a,meter,Meter-WA-0130,WA,Kalgoorlie,2003-01-26,ABB,Genus PRANA,160.0,2024-07-29,5.0,31.11365,118.2271,Fuse links showing signs of heat damage.
72998185-3530-41b2-b812-a5d639088131,transformer,Transformer-SA-0131,SA,Murray Bridge,2023-12-19,Eaton,T800,500.0,2025-12-24,3.8,34.71828,140.1001,Thermal imaging shows hot spot at LV busbar connection.
7cd65513-d478-4f68-b752-4ee084619b86,meter,Meter-NSW-0132,NSW,Dubbo,2020-04-18,ABB,Itron Riva,80.0,2022-01-22,6.4,33.2105,152.09907,Fuse links showing signs of heat damage.
b1248417-afd1-407f-b237-af7da5299163,pole,Pole-QLD-0133,QLD,Cairns,2003-12-27,Eaton,SteelPole-15m,,2023-09-30,3.5,26.09002,152.91446,Metering discrepancy — potential CT saturation under fault conditions.
b76f64b7-1c25-4ec7-9b40-dba31a4d3a67,cable,Cable-NSW-0134,NSW,Albury,2011-11-07,Ormazabal,HDPE-LV-95,50.0,2025-12-17,6.7,33.78146,153.85804,Relay coordination settings require review after network topology change.
9ee7776c-59ed-488d-9009-d77daef96c43,substation,Substation-QLD-0135,QLD,Rockhampton,2023-04-01,Lucy Electric,SS-Distribution-11kV,25000.0,2024-05-26,4.3,27.39502,153.41983,Vegetation encroachment within 0.5 m of conductors.
36395e49-33cd-4faf-8f26-fc09810431a8,pole,Pole-QLD-0136,QLD,Gold Coast,2022-06-15,Schneider Electric,WoodPole-12m,,2023-02-15,9.1,26.85766,154.64096,Earthing mat connection verified and in good condition.
418df6ef-ca8c-452c-8050-eb861dac77f6,pole,Pole-WA-0137,WA,Fremantle,1996-11-30,Eaton,WoodPole-12m,,2022-07-22,4.3,30.49509,119.67279,Fuse links showing signs of heat damage.
5ff88fa7-59b2-4899-9146-637df8dfb46c,transformer,Transformer-WA-0138,WA,Perth CBD,1992-04-20,Ormazabal,UniTrans 1000,5000.0,2021-11-06,4.3,31.61078,114.57588,Animal damage to cable conduit — temporary repair applied.
6280b8af-ccfa-45af-82a3-6f76b8b0d83a,pole,Pole-VIC-0139,VIC,Sunbury,2007-12-10,Schneider Electric,WoodPole-12m,,2025-09-22,7.1,37.38778,143.97527,Nameplate illegible — asset records confirm ratings.
b9615977-49b2-4248-a773-050b8893c99e,meter,Meter-QLD-0140,QLD,Sunshine Coast,2001-11-18,Hitachi Energy,Honeywell Elster AS3500,80.0,2019-01-22,3.1,26.33508,154.25761,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
c6e3f779-c4e5-48aa-829d-79673a41a940,pole,Pole-NSW-0141,NSW,Orange,2016-09-02,ABB,WoodPole-12m,,2021-08-11,6.2,32.97806,150.68608,Metering discrepancy — potential CT saturation under fault conditions.
236bdf7c-34f6-48c9-8b48-80030ac24dc6,pole,Pole-VIC-0142,VIC,Ballarat,2013-04-19,Ormazabal,CompositePole-11m,,2024-12-20,8.4,37.25573,145.8843,No visible issues at time of inspection.
7b1723d4-68e1-4bcb-8b66-eeeb9953834e,pole,Pole-SA-0143,SA,Renmark,2023-05-24,Mitsubishi Electric,WoodPole-12m,,2023-11-14,3.1,34.50626,139.38543,Corrosion on clamp hardware — recommend replacement within 6 months.
30b0aa91-5031-4159-818b-6dcb26a6b8fa,pole,Pole-VIC-0144,VIC,Bendigo,2019-09-25,Hitachi Energy,WoodPole-12m,,2023-07-10,6.9,37.34887,145.74549,Nameplate illegible — asset records confirm ratings.
ad6ad8b3-7142-4703-9aec-4a71beb92b26,pole,Pole-QLD-0145,QLD,Cairns,1985-03-16,Toshiba Energy Systems,CompositePole-11m,,2025-05-06,5.1,26.41767,151.56634,Corrosion on clamp hardware — recommend replacement within 6 months.
2816f413-04b6-446d-acbb-4e5fcc89bc6e,transformer,Transformer-WA-0146,WA,Mandurah,1994-03-21,Toshiba Energy Systems,T1200,2000.0,2025-07-07,6.8,31.33653,117.99638,Nameplate illegible — asset records confirm ratings.
ac9435f1-bfa4-469f-ac38-c2c103ebb4e5,transformer,Transformer-QLD-0147,QLD,Bundaberg,1997-02-22,Mitsubishi Electric,T800,315.0,2023-07-28,3.0,26.57399,155.02524,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
d34b7437-3ff5-415a-a4e3-398c6515c6a7,meter,Meter-NSW-0148,NSW,Tamworth,2008-07-22,Eaton,Genus PRANA,160.0,2020-04-26,3.2,32.75092,153.6769,Gasket seal worn; minor moisture ingress risk.
aa964f7d-0780-46d5-af56-64e0ca634d70,transformer,Transformer-VIC-0149,VIC,Bendigo,2015-05-20,Ormazabal,T800,100.0,2024-02-01,7.1,37.44883,145.6741,Nameplate illegible — asset records confirm ratings.
c18fa83f-9738-41c0-8aa7-aada9cc4f4e2,transformer,Transformer-SA-0150,SA,Adelaide CBD,2006-09-14,GE Grid Solutions,T1200,1000.0,2023-11-30,6.3,34.63475,138.4621,Switchgear SF6 pressure low — schedule refill.
fc6cab4f-49c1-431f-9dc4-f6ddb678b18c,pole,Pole-VIC-0151,VIC,Ballarat,1988-03-11,Toshiba Energy Systems,ConcretePole-14m,,2021-12-06,5.9,37.68063,145.06173,No visible issues at time of inspection.
169bacc6-7b1f-424a-a795-89fe59cdbc22,substation,Substation-SA-0152,SA,Renmark,1994-10-28,Eaton,SS-Distribution-11kV,200000.0,2025-11-08,5.8,34.26401,138.83136,Relay coordination settings require review after network topology change.
b2bf41e2-b8da-4968-8bac-df564b60d147,pole,Pole-NSW-0153,NSW,Orange,1991-04-18,Hitachi Energy,CompositePole-11m,,2023-07-23,4.1,32.58957,150.54673,Abnormal humming noise observed during peak load.
c71a88cb-c9a1-4806-b612-9f89e8309c77,pole,Pole-SA-0154,SA,Port Augusta,1986-01-17,Mitsubishi Electric,CompositePole-11m,,2020-10-20,5.7,33.80185,139.51873,Paint delamination on weathering-steel structure.
eb6dc28c-8bcc-4e78-b9bf-ab6c630bfc22,pole,Pole-SA-0155,SA,Murray Bridge,2002-10-20,Mitsubishi Electric,CompositePole-11m,,2022-01-22,6.1,33.8028,138.75696,Lightning arrestor earthing lead corroded.
af58455d-e590-4569-8a8d-e03248b371fd,pole,Pole-NSW-0156,NSW,Wollongong,2022-08-27,ABB,CompositePole-11m,,2025-02-19,5.1,33.55497,152.26405,Lightning arrestor earthing lead corroded.
d7392047-50f9-48db-81a3-c6e7bc313931,pole,Pole-NSW-0157,NSW,Port Macquarie,2018-04-02,Mitsubishi Electric,CompositePole-11m,,2025-02-26,9.7,33.69006,152.15946,No visible issues at time of inspection.
b1a30c2e-bee4-445a-889e-3c2f9b0ccf7c,meter,Meter-VIC-0158,VIC,Wodonga,1990-01-22,ABB,Landis+Gyr E470,20.0,2025-12-16,6.1,37.23426,143.68428,Corrosion on clamp hardware — recommend replacement within 6 months.
dc0397c4-2921-4872-b2c5-5ea9e0dec336,transformer,Transformer-QLD-0159,QLD,Toowoomba,2018-03-14,Ormazabal,EcoStar 800,2000.0,2019-02-18,3.6,25.54504,151.34,Animal damage to cable conduit — temporary repair applied.
a026a01f-a978-401e-99b1-8cb7d9b61776,meter,Meter-SA-0160,SA,Murray Bridge,1991-07-22,Schneider Electric,Landis+Gyr E470,80.0,2023-06-18,6.0,34.57921,138.86696,Metering discrepancy — potential CT saturation under fault conditions.
c761580a-8462-48e1-a21c-cefdf04ebe85,pole,Pole-NSW-0161,NSW,Tamworth,2005-05-31,Eaton,SteelPole-15m,,2024-10-26,4.2,33.33425,151.84202,Paint delamination on weathering-steel structure.
0039a51e-bd4a-453e-8680-e78793918bfa,transformer,Transformer-QLD-0162,QLD,Sunshine Coast,2023-07-05,Toshiba Energy Systems,PowerGard 500,100.0,2023-11-30,8.2,27.40688,151.64033,Earthing mat connection verified and in good condition.
7bdd6563-dce4-47e7-b9ad-5ddc218d531f,pole,Pole-WA-0163,WA,Rockingham,2006-05-27,ABB,SteelPole-15m,,2019-02-18,8.3,31.05406,117.30018,No visible issues at time of inspection.
76cbda41-3b28-4ad1-b7e5-ce007a53fd1f,cable,Cable-SA-0164,SA,Victor Harbor,2019-01-30,Schneider Electric,XLPE-11kV-300,200.0,2025-06-03,5.2,34.49129,140.42982,Corrosion on clamp hardware — recommend replacement within 6 months.
e6ae811a-ad88-4f87-9b44-c63a623ed1b3,meter,Meter-WA-0165,WA,Broome,2003-08-08,Mitsubishi Electric,Landis+Gyr E470,160.0,2025-08-31,7.8,31.62139,117.41525,Nameplate illegible — asset records confirm ratings.
8a07017d-a6d2-4818-8fe0-0c8641cf775c,meter,Meter-NSW-0166,NSW,Albury,2003-03-28,Siemens,Landis+Gyr E470,80.0,2020-04-24,6.2,33.76272,153.94332,Partial discharge measured at 450 pC — monitor monthly.
d27616e6-4b79-4bdb-aa18-dc813bbe0a91,transformer,Transformer-NSW-0167,NSW,Albury,2014-05-01,Siemens,T1200,2000.0,2022-10-26,7.6,33.06867,152.38616,Earthing mat connection verified and in good condition.
4c133305-ccbc-4345-823e-0c22679b14fa,transformer,Transformer-SA-0168,SA,Murray Bridge,1990-10-07,Toshiba Energy Systems,EcoStar 800,500.0,2025-03-02,8.9,34.44312,137.78313,Relay coordination settings require review after network topology change.
f6864439-2fc0-451b-b315-640534d0bd05,transformer,Transformer-NSW-0169,NSW,Dubbo,2003-10-13,Schneider Electric,EcoStar 800,200.0,2022-08-01,5.0,33.00929,150.57997,Nameplate illegible — asset records confirm ratings.
bd9ffbea-e98a-41dd-a74c-b28ca3d97c91,transformer,Transformer-VIC-0170,VIC,Shepparton,2010-11-08,Toshiba Energy Systems,PowerGard 500,5000.0,2025-11-03,4.9,37.54347,147.2023,Gasket seal worn; minor moisture ingress risk.
a66fc83e-72b2-4b08-a5a9-3b7a3a981345,transformer,Transformer-VIC-0171,VIC,Latrobe Valley,2004-10-31,Toshiba Energy Systems,PowerGard 500,5000.0,2025-04-02,4.2,37.57576,146.597,Paint delamination on weathering-steel structure.
066ee943-6061-42e6-b264-751fea91c60e,pole,Pole-NSW-0172,NSW,Wollongong,2022-06-08,Lucy Electric,SteelPole-15m,,2022-07-19,5.3,32.67155,153.28046,Corrosion on clamp hardware — recommend replacement within 6 months.
24c43c2c-421e-4a28-b0a6-d0b65d7b2361,transformer,Transformer-NSW-0173,NSW,Dubbo,2002-03-13,GE Grid Solutions,T1200,2000.0,2024-08-08,5.1,33.02663,152.10465,Nameplate illegible — asset records confirm ratings.
03a90462-1ce7-464d-8174-b82e878dbf3b,pole,Pole-WA-0174,WA,Broome,1992-06-11,Mitsubishi Electric,WoodPole-12m,,2025-07-17,5.5,30.44978,115.88958,Paint delamination on weathering-steel structure.
2b59c22c-340a-4471-a8f8-45761264b2bf,transformer,Transformer-SA-0175,SA,Mount Gambier,2019-10-02,GE Grid Solutions,T1200,500.0,2024-02-29,6.8,33.97319,139.67208,Nameplate illegible — asset records confirm ratings.
2cdbacd4-6682-4608-9366-545b3e941a2b,meter,Meter-QLD-0176,QLD,Toowoomba,2005-02-08,Hitachi Energy,Landis+Gyr E470,20.0,2022-07-16,7.6,26.87622,153.6405,Earthing mat connection verified and in good condition.
11547ba1-d74a-43cd-8db5-c42b3c4bb576,cable,Cable-VIC-0177,VIC,Sunbury,2015-10-16,Siemens,HDPE-LV-95,50.0,2021-09-17,5.7,37.25829,144.26633,Partial discharge measured at 450 pC — monitor monthly.
1bb8c8b2-6ce6-49ed-8c6b-f5156b6f1a24,pole,Pole-WA-0178,WA,Geraldton,2007-07-11,Lucy Electric,SteelPole-15m,,2023-10-06,8.3,30.93928,116.49281,No visible issues at time of inspection.
cfc8ba47-e8a3-4dcd-82c1-551399a5f830,pole,Pole-VIC-0179,VIC,Bendigo,1985-04-21,Toshiba Energy Systems,ConcretePole-14m,,2024-12-29,4.1,37.65043,144.87244,Relay coordination settings require review after network topology change.
73e1d0a4-9789-477f-b0a1-12ea0212be00,pole,Pole-NSW-0180,NSW,Albury,2011-06-13,Hitachi Energy,CompositePole-11m,,2024-03-14,9.3,33.64121,152.73115,Switchgear SF6 pressure low — schedule refill.
bf63f3bf-e22f-49a7-beac-84acae8a1c65,pole,Pole-SA-0181,SA,Mount Gambier,2001-03-27,Mitsubishi Electric,WoodPole-12m,,2021-08-06,6.2,34.18429,139.61419,No visible issues at time of inspection.
d5ff51da-fc3f-447a-beb9-e5e94ff626ec,pole,Pole-NSW-0182,NSW,Dubbo,2018-04-28,Schneider Electric,SteelPole-15m,,2021-06-16,4.3,32.47224,151.88074,Metering discrepancy — potential CT saturation under fault conditions.
bb869497-1719-420a-b6ed-80234104846e,meter,Meter-VIC-0183,VIC,Mornington Peninsula,2012-11-04,Lucy Electric,Genus PRANA,10.0,2024-10-28,4.1,37.1633,144.47699,Oil leakage detected on lower tank seam.
5a4cc6d4-5a45-46ce-a49b-dfbd024c11df,pole,Pole-VIC-0184,VIC,Bendigo,2023-06-30,Schneider Electric,ConcretePole-14m,,2025-08-07,7.3,37.14137,145.02573,Switchgear SF6 pressure low — schedule refill.
fcd82585-6b2a-4812-934e-3fb832ff6379,pole,Pole-SA-0185,SA,Adelaide CBD,2013-12-07,Hitachi Energy,SteelPole-15m,,2019-11-15,5.9,34.48171,140.63026,Animal damage to cable conduit — temporary repair applied.
e70afa1e-290c-41b4-ba18-e91c5f17bc20,pole,Pole-NSW-0186,NSW,Parramatta,2008-11-10,Eaton,SteelPole-15m,,2025-01-17,7.2,32.67971,153.32448,No visible issues at time of inspection.
8d6c22d3-d982-4697-837e-60c0ad8fcd61,cable,Cable-QLD-0187,QLD,Bundaberg,2007-01-10,Lucy Electric,XLPE-33kV-150,400.0,2024-12-27,6.4,25.57446,155.37488,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
7172373a-5cea-4002-b61f-e74cc39b08fd,meter,Meter-WA-0188,WA,Kalgoorlie,2001-12-28,Schneider Electric,Itron Riva,20.0,2020-03-30,5.7,30.95828,116.15103,Animal damage to cable conduit — temporary repair applied.
9e8422ea-23cc-4a08-bca9-f203ad4622cc,cable,Cable-VIC-0189,VIC,Geelong,2015-12-11,GE Grid Solutions,PILC-11kV-185,400.0,2023-02-25,4.4,37.11992,146.63379,Metering discrepancy — potential CT saturation under fault conditions.
08f8fad8-f75e-4443-8d13-1d4769c993b0,meter,Meter-NSW-0190,NSW,Tamworth,2006-12-21,Hitachi Energy,Honeywell Elster AS3500,80.0,2021-05-31,2.9,32.75662,149.90674,Lightning arrestor earthing lead corroded.
cba8e0be-4326-4cad-9a63-f48f5db76239,transformer,Transformer-QLD-0191,QLD,Rockhampton,2016-01-25,Schneider Electric,EcoStar 800,2000.0,2019-01-03,5.8,27.18205,156.14681,Gasket seal worn; minor moisture ingress risk.
cfc5ecb7-572a-4ff4-8241-66d2dbb4c032,substation,Substation-NSW-0192,NSW,Orange,1988-07-11,Mitsubishi Electric,SS-Zone-66kV,100000.0,2022-05-16,6.6,33.75722,150.6604,Relay coordination settings require review after network topology change.
23a0058f-d432-4dc4-85c8-7369c95ffa20,pole,Pole-VIC-0193,VIC,Bendigo,1985-07-20,Hitachi Energy,WoodPole-12m,,2024-12-01,5.1,37.74334,145.08651,Nameplate illegible — asset records confirm ratings.
c5c3531a-1da1-4e22-b42f-79eaa1f8ab97,transformer,Transformer-SA-0194,SA,Mount Gambier,1994-05-02,Mitsubishi Electric,PowerGard 500,315.0,2022-04-04,3.3,34.11998,139.04842,Gasket seal worn; minor moisture ingress risk.
d95eea2c-f8c7-47ef-8bb6-d645ee4aec6c,meter,Meter-SA-0195,SA,Whyalla,1999-10-14,Ormazabal,Genus PRANA,160.0,2019-09-27,6.1,33.7441,138.52092,Metering discrepancy — potential CT saturation under fault conditions.
1e421947-0c72-4999-8aa5-3b0200c355cb,pole,Pole-VIC-0196,VIC,Shepparton,1986-10-29,Eaton,CompositePole-11m,,2024-08-07,6.0,37.56357,143.85463,Paint delamination on weathering-steel structure.
1bf61144-5a2e-4fcc-a503-e37e74fd4e2f,pole,Pole-WA-0197,WA,Geraldton,2018-12-31,Siemens,SteelPole-15m,,2024-06-05,4.7,30.60878,117.31028,Paint delamination on weathering-steel structure.
69936fd9-a35d-4cb2-a6fe-979c5c575294,pole,Pole-NSW-0198,NSW,Newcastle,1989-08-06,Siemens,WoodPole-12m,,2019-02-12,5.1,32.74933,151.60609,Switchgear SF6 pressure low — schedule refill.
043813cf-80dc-4736-b154-31e452eded47,pole,Pole-NSW-0199,NSW,Port Macquarie,1990-09-09,Schneider Electric,CompositePole-11m,,2021-08-20,4.8,33.02034,153.13451,Paint delamination on weathering-steel structure.
b114c763-74cc-4f18-ab97-cd26f2007399,cable,Cable-QLD-0200,QLD,Gold Coast,1988-12-10,Toshiba Energy Systems,XLPE-33kV-150,200.0,2021-01-29,2.5,26.16784,154.70477,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
826f22ab-cbf2-4060-adf4-7896e0960ffc,pole,Pole-VIC-0201,VIC,Melbourne CBD,2018-10-13,ABB,SteelPole-15m,,2021-12-13,6.8,37.1751,144.65787,Relay coordination settings require review after network topology change.
029928d0-cf91-492e-a8ee-2313daf983e8,cable,Cable-WA-0202,WA,Perth CBD,2020-08-25,Toshiba Energy Systems,PILC-11kV-185,200.0,2021-03-11,7.0,31.15058,117.30132,Paint delamination on weathering-steel structure.
cd4cf13f-dd97-4785-9bf0-e10e1c99bec5,pole,Pole-NSW-0203,NSW,Albury,2000-07-18,Ormazabal,WoodPole-12m,,2025-04-20,7.4,33.35404,153.84102,Nameplate illegible — asset records confirm ratings.
4c25f62e-6201-40d8-a87a-3312ed94bfba,pole,Pole-VIC-0204,VIC,Melbourne CBD,2006-11-25,Toshiba Energy Systems,SteelPole-15m,,2021-02-10,7.6,37.39837,147.03228,Paint delamination on weathering-steel structure.
3fe5f077-48e2-4ca0-9cef-5d67fa15f13f,meter,Meter-VIC-0205,VIC,Wodonga,2016-08-25,Toshiba Energy Systems,Landis+Gyr E470,160.0,2021-05-27,3.9,37.50486,144.74348,Oil leakage detected on lower tank seam.
47484b05-e8ce-41b8-952e-496deffe5188,pole,Pole-SA-0206,SA,Port Augusta,1998-04-20,Ormazabal,ConcretePole-14m,,2025-03-25,4.1,34.6204,138.65498,Oil leakage detected on lower tank seam.
26fd7e4a-52be-49c9-a458-6b779322fa81,meter,Meter-SA-0207,SA,Adelaide CBD,2005-12-05,ABB,Genus PRANA,10.0,2019-11-19,6.3,34.04602,137.59071,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
c544af99-25c6-414d-a08c-819ef512531e,cable,Cable-WA-0208,WA,Rockingham,1990-10-12,Mitsubishi Electric,HDPE-LV-95,50.0,2023-12-10,5.6,30.90633,114.68425,No visible issues at time of inspection.
8ab08130-7e90-4ff9-af66-999abe8b94a8,meter,Meter-NSW-0209,NSW,Orange,2006-08-24,Toshiba Energy Systems,Honeywell Elster AS3500,10.0,2022-11-07,6.4,33.74151,151.72305,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
e0a45148-a291-4b20-a716-572819998f91,pole,Pole-NSW-0210,NSW,Parramatta,2005-12-25,Eaton,ConcretePole-14m,,2022-12-10,9.0,32.85468,149.88148,Relay coordination settings require review after network topology change.
99ad26ee-2f51-4afd-8148-2485d1697e57,transformer,Transformer-SA-0211,SA,Victor Harbor,2011-12-19,Eaton,PowerGard 500,750.0,2023-05-15,6.5,33.87448,139.53501,Nameplate illegible — asset records confirm ratings.
50a860b2-9537-427b-9e4c-b541b84962fd,pole,Pole-QLD-0212,QLD,Gold Coast,1985-10-25,Schneider Electric,WoodPole-12m,,2019-07-11,7.2,26.12743,156.17227,Earthing mat connection verified and in good condition.
c8da120a-2c43-4cda-96ee-8a73c664688b,meter,Meter-VIC-0213,VIC,Shepparton,1989-05-22,Siemens,Landis+Gyr E470,80.0,2020-09-06,7.1,37.76584,145.37873,Paint delamination on weathering-steel structure.
dde967cc-e83c-45d0-8a1a-6e1af6390f37,meter,Meter-VIC-0214,VIC,Mornington Peninsula,1987-01-03,Toshiba Energy Systems,Genus PRANA,20.0,2022-04-04,6.3,37.57612,146.96284,Animal damage to cable conduit — temporary repair applied.
b8dc13f3-2ad7-410f-96b8-34c506912b5a,pole,Pole-VIC-0215,VIC,Bendigo,2022-06-23,Hitachi Energy,ConcretePole-14m,,2024-07-06,5.3,37.28588,146.63949,Thermal imaging shows hot spot at LV busbar connection.
d6c4af6d-3621-404d-91ae-e150d2c15631,meter,Meter-NSW-0216,NSW,Port Macquarie,2017-08-23,Toshiba Energy Systems,Honeywell Elster AS3500,80.0,2023-08-19,7.8,33.49435,149.81728,Nameplate illegible — asset records confirm ratings.
d5c501f6-5ab4-48f6-b868-d8fbbf8c2120,meter,Meter-QLD-0217,QLD,Brisbane CBD,2017-02-05,GE Grid Solutions,Landis+Gyr E470,20.0,2023-07-03,4.6,26.96695,155.5355,Vegetation encroachment within 0.5 m of conductors.
0575836e-cf54-4f4e-b319-d352c77e02c2,pole,Pole-WA-0218,WA,Perth CBD,2009-02-22,Eaton,ConcretePole-14m,,2020-06-23,5.1,30.47866,117.28164,Metering discrepancy — potential CT saturation under fault conditions.
9624b7b2-4cc8-498f-8bec-16ee575fff9f,meter,Meter-QLD-0219,QLD,Townsville,1996-12-12,Hitachi Energy,Honeywell Elster AS3500,20.0,2023-03-04,4.0,26.4471,151.25359,Oil leakage detected on lower tank seam.
55eb6ae1-9f07-40bf-a6be-8c54e1977189,meter,Meter-WA-0220,WA,Geraldton,2007-01-08,Mitsubishi Electric,Itron Riva,80.0,2019-07-05,5.4,31.33961,119.55154,Corrosion on clamp hardware — recommend replacement within 6 months.
4e238db6-e45f-41fe-8dca-d44bf386cc6e,cable,Cable-NSW-0221,NSW,Parramatta,1995-09-20,Mitsubishi Electric,XLPE-33kV-150,100.0,2025-03-25,9.2,32.9017,153.36504,No visible issues at time of inspection.
d18e0dc6-8061-4914-817f-498cbeb7ffd4,transformer,Transformer-NSW-0222,NSW,Albury,2011-08-26,ABB,UniTrans 1000,100.0,2025-07-22,3.0,33.56866,152.24498,Gasket seal worn; minor moisture ingress risk.
0d3887f3-2e18-4f2e-9831-52ef1bb38d44,cable,Cable-WA-0223,WA,Bunbury,2008-08-08,Siemens,XLPE-33kV-150,200.0,2021-09-19,6.7,31.58547,118.05906,Earthing mat connection verified and in good condition.
b8444e94-147a-4a5c-9ed8-5e6b5c7743e7,pole,Pole-NSW-0224,NSW,Parramatta,2014-10-28,ABB,ConcretePole-14m,,2025-03-26,3.1,33.08096,150.15643,Fuse links showing signs of heat damage.
af39ae21-9731-400e-88f7-3a9608da4594,transformer,Transformer-NSW-0225,NSW,Wollongong,2005-01-25,Siemens,T800,200.0,2019-03-04,4.7,33.65864,150.03751,Paint delamination on weathering-steel structure.
4bcf487a-37a2-4af8-8d77-53d36118cb55,cable,Cable-WA-0226,WA,Fremantle,1987-02-10,Ormazabal,HDPE-LV-95,200.0,2022-09-02,7.4,31.74811,115.1333,Paint delamination on weathering-steel structure.
e5235933-0b51-4c1b-9754-a8d14560f077,pole,Pole-VIC-0227,VIC,Wodonga,2004-02-28,Lucy Electric,CompositePole-11m,,2021-07-12,5.5,37.7564,143.66431,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
5dadc3fd-49d6-47b1-827a-495afda761d5,transformer,Transformer-VIC-0228,VIC,Sunbury,1996-08-17,ABB,T1200,200.0,2024-06-05,3.2,37.42324,147.00579,Thermal imaging shows hot spot at LV busbar connection.
106ceb70-8581-4bcb-8e46-2875da4557d3,cable,Cable-NSW-0229,NSW,Port Macquarie,2010-02-20,Mitsubishi Electric,HDPE-LV-95,200.0,2020-08-02,4.5,32.64438,152.23911,Vegetation encroachment within 0.5 m of conductors.
09bb7f60-558c-4f44-8375-f77ad6a6f175,transformer,Transformer-VIC-0230,VIC,Geelong,2013-03-04,Mitsubishi Electric,UniTrans 1000,100.0,2025-06-08,7.3,37.25035,147.16136,Switchgear SF6 pressure low — schedule refill.
24f835ca-dc96-4b47-bbdc-f63bcd9251ba,pole,Pole-QLD-0231,QLD,Townsville,1987-05-14,Siemens,ConcretePole-14m,,2023-04-09,3.7,25.55567,155.49442,Corrosion on clamp hardware — recommend replacement within 6 months.
574410f1-3b94-4437-857b-0abbdf60e53a,transformer,Transformer-VIC-0232,VIC,Mornington Peninsula,1995-01-24,Toshiba Energy Systems,T1200,200.0,2024-01-23,5.4,37.5391,144.68575,Relay coordination settings require review after network topology change.
