work_order_id,asset_id,work_type,priority,status,created_date,completed_date,technician_id,crew_size,description,findings,materials_used,cost_aud,contractor
WO-EE9B01BB,c26dfefa-5dad-457f-a5b6-d116ef67269c,replacement,P3,completed,2024-11-17,2024-12-26,TECH2745,3,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,39809.45,True
WO-93DF01E8,b782517e-8208-4fe3-ab22-3523c8dc2391,inspection,P3,completed,2022-06-23,2022-08-16,TECH3044,2,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,1462.3,False
WO-A2F21311,2816f413-04b6-446d-acbb-4e5fcc89bc6e,repair,P3,completed,2025-08-12,2025-08-14,TECH6747,2,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,9463.06,False
WO-C5E33550,f1541196-bd72-4118-8169-9c7ea091416a,repair,P3,completed,2025-11-28,2025-12-31,TECH4165,4,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,18951.76,False
WO-830D247D,d991c177-e5a0-46cd-8486-2aa3c268faba,repair,P3,completed,2022-06-22,2022-08-09,TECH5953,4,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,15111.45,True
WO-B1601170,f0bbdfea-641a-47e8-918d-05886aa21af9,emergency,P1,completed,2024-05-15,2024-05-16,TECH2395,2,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,34700.81,False
WO-0C6F169F,64eedc25-6873-457a-a2f5-90253094ed49,inspection,P3,in_progress,2025-08-16,,TECH5184,3,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,4788.68,False
WO-60F3CAA1,caeb27dd-01a3-458a-94e2-495d9dc26109,inspection,P3,completed,2023-06-21,2023-07-26,TECH9505,4,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,2293.15,False
WO-C95CD870,ea4c8506-8684-478d-9c74-58e12531abcb,inspection,P4,completed,2023-06-04,2023-06-27,TECH2019,3,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,4655.38,False
WO-D655C05A,3fe5f077-48e2-4ca0-9cef-5d67fa15f13f,inspection,P3,completed,2022-05-01,2022-05-11,TECH8146,3,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,2925.62,False
WO-4C015496,093c9994-5388-4ac7-803f-9e074c8d6255,inspection,P2,completed,2024-06-25,2024-06-25,TECH9343,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,No materials consumed — inspection and condition assessment only.,1735.35,True
WO-7D1BF6B7,e0d36c95-0cca-4e09-afd5-a95d0ea2cff1,repair,P2,completed,2025-06-08,2025-06-15,TECH9384,2,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",11183.28,False
WO-8D944E93,d7392047-50f9-48db-81a3-c6e7bc313931,emergency,P2,completed,2023-07-28,2023-07-31,TECH2221,5,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",229910.78,True
WO-F632FF17,5ff88fa7-59b2-4899-9146-637df8dfb46c,replacement,P3,completed,2022-07-05,2022-07-26,TECH6274,4,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,25200.95,False
WO-1DB0640D,b114c763-74cc-4f18-ab97-cd26f2007399,inspection,P4,completed,2025-08-29,2025-12-31,TECH7890,3,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,2770.77,False
WO-09CDB98F,690276b0-9451-425e-b620-502e6931f35d,repair,P3,completed,2024-01-07,2024-01-09,TECH2360,4,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",19105.45,False
WO-98D41B79,e41cd7fc-938b-4bd7-a93c-e1b1455d2c26,inspection,P1,completed,2023-01-11,2023-01-13,TECH7764,2,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,1723.54,False
WO-44E58A31,daf09194-e854-45ea-b30f-ec84092f4b5d,inspection,P3,cancelled,2023-03-01,,TECH3826,3,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,,No materials consumed — inspection and condition assessment only.,3496.18,True
WO-367B2FEB,5ae378d2-a393-4b6f-b751-7b2bed2d4080,repair,P4,cancelled,2025-04-15,,TECH6310,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,7050.27,False
WO-0D457B43,c8da120a-2c43-4cda-96ee-8a73c664688b,repair,P3,completed,2025-01-31,2025-03-03,TECH1362,2,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,5679.53,True
WO-38E686A9,d9fec5b2-4a12-46e6-9f7e-759e9d366eb7,inspection,P3,completed,2023-09-09,2023-09-09,TECH3227,4,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,No materials consumed — inspection and condition assessment only.,1839.42,False
WO-5FBB4338,bcb8916e-ceb3-419b-9638-72f77d3b4f39,inspection,P4,completed,2023-08-30,2024-01-11,TECH2402,2,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,No materials consumed — inspection and condition assessment only.,1113.0,False
WO-C0912F28,5615cbe2-c78a-45e4-aad7-c778cdca3c29,inspection,P4,completed,2024-07-10,2024-11-23,TECH2481,3,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,3159.6,False
WO-C0639858,5208e067-a4c3-4227-ad03-1dd2c7f52fd0,inspection,P2,completed,2025-07-04,2025-07-06,TECH6124,4,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,3916.08,True
WO-ED74F23F,c8639116-f1d1-4a49-a2ae-e299a70212b5,inspection,P2,completed,2023-06-01,2023-06-11,TECH9395,2,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,2278.09,False
WO-29209D59,eec38fb8-06b7-4287-b41c-62ef0c7eed98,inspection,P3,completed,2025-10-07,2025-10-09,TECH2500,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,1996.81,True
WO-69ED9423,066ee943-6061-42e6-b264-751fea91c60e,inspection,P2,in_progress,2025-02-19,,TECH2998,2,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,1355.08,True
WO-26C53E3C,1ec1eb2b-141f-4c79-92f4-f4b39986f0b2,inspection,P4,completed,2022-06-03,2022-11-02,TECH5885,1,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,1550.14,False
WO-B62E7930,4c133305-ccbc-4345-823e-0c22679b14fa,repair,P2,open,2025-03-01,,TECH8281,4,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,27066.17,False
WO-E6D0A84B,88319b57-68b2-4653-bb14-9f9ffa4eade3,repair,P3,cancelled,2023-07-28,,TECH5951,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,,No materials consumed — inspection and condition assessment only.,24318.73,True
WO-B7619D6A,106ceb70-8581-4bcb-8e46-2875da4557d3,inspection,P2,completed,2024-12-11,2024-12-19,TECH3720,3,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,1156.7,True
WO-58D89226,8baeef3a-0375-4e32-b55e-cddde7ebebc5,repair,P3,completed,2022-08-09,2022-08-17,TECH8896,2,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,19693.8,False
WO-C177549E,3123dd9e-95b3-4ee2-94f8-5f560383d9f8,inspection,P4,completed,2023-02-07,2023-04-12,TECH7100,2,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,1542.22,True
WO-1D20C90A,77eb7133-2ce2-483d-b3c2-1f6e972b192f,repair,P4,completed,2024-04-07,2024-04-07,TECH4821,4,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",19288.96,True
WO-F4F931A8,64172501-82c2-4461-9502-1115435f9471,repair,P3,completed,2023-11-07,2023-12-16,TECH5230,4,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",21528.95,False
WO-E7C2E5C0,96a03d9f-9f2e-45e7-85f1-bd8939fa6f90,repair,P2,completed,2023-08-20,2023-08-30,TECH6630,1,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,4806.12,True
WO-DF15F52C,7208fb98-9b12-4424-bede-ed2909a69dc7,repair,P4,completed,2024-03-20,2024-05-15,TECH9011,6,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",25205.11,True
WO-8C2EC7D8,eeb6bb14-a4ed-412a-923f-c335025c6a2a,replacement,P4,completed,2023-03-23,2023-08-15,TECH6079,3,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,All connections within specification. No evidence of partial discharge or tracking on insulators.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,57225.38,False
WO-1B14F0AE,106ceb70-8581-4bcb-8e46-2875da4557d3,inspection,P4,in_progress,2022-11-23,,TECH3013,4,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,4127.8,True
WO-C2A6EB58,f5fb6f36-aaa8-4eaa-b8fc-dd5a56d8dd4b,replacement,P4,completed,2022-08-20,2022-09-26,TECH3881,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,101107.66,False
WO-AB18BBA5,df68bd9e-3a5b-45ac-ada0-e6786ac48c64,inspection,P4,completed,2025-02-10,2025-04-23,TECH7054,2,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,No materials consumed — inspection and condition assessment only.,2606.26,False
WO-495B4C4B,511ba36d-1614-403d-a547-92af47a621e5,replacement,P3,open,2024-03-24,,TECH2005,3,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",34812.04,False
WO-3559D7CA,0d3887f3-2e18-4f2e-9831-52ef1bb38d44,repair,P4,completed,2025-01-15,2025-03-10,TECH5816,3,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,10851.71,False
WO-AAAB1D62,c61d2a12-85aa-45a2-826e-322429e3e292,repair,P3,completed,2022-09-28,2022-10-10,TECH5386,4,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,25318.96,False
WO-0CDCBC6E,953c0861-35f5-4a1b-8d6c-13a4c3dba5a1,inspection,P3,cancelled,2025-10-03,,TECH7658,2,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",,No materials consumed — inspection and condition assessment only.,853.78,True
WO-3A8BE587,ccddb325-32ea-4614-8120-d82dfeeecaf2,inspection,P4,completed,2022-12-01,2023-03-31,TECH3463,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,All connections within specification. No evidence of partial discharge or tracking on insulators.,No materials consumed — inspection and condition assessment only.,2560.25,False
WO-226D6DB7,4f908077-58e5-4eb3-9b7b-321f7190dc04,repair,P4,completed,2022-03-24,2022-08-11,TECH1825,4,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,13144.32,False
WO-93DEF35A,4ae931ac-5418-4f01-a11a-d5f48e07765b,repair,P3,completed,2023-01-19,2023-03-15,TECH2308,2,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Minor bird nesting detected in cable management duct — removed and deterrent installed.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,11219.97,False
WO-779FA15A,14396a1b-90fc-4d51-8d8c-7065e2baa7ce,inspection,P3,completed,2024-09-16,2024-11-11,TECH1472,3,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,1711.62,False
WO-DB0E9F18,28ef5569-f9ae-4591-9b39-70f2ec44e64c,emergency,P2,completed,2022-10-13,2022-10-13,TECH2312,3,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,Pole — Class 3 hardwood 12m (1 off); footings concrete 0.5 m3.,64952.54,True
WO-9BDA4F56,093c9994-5388-4ac7-803f-9e074c8d6255,repair,P4,completed,2025-07-15,2025-08-05,TECH4119,3,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,Pole — Class 3 hardwood 12m (1 off); footings concrete 0.5 m3.,12019.38,True
WO-3A62C64C,f51d3a79-2b83-4410-9a6c-4fe05d1e9a58,inspection,P3,completed,2023-06-11,2023-07-15,TECH9654,3,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,2648.54,True
WO-BE0440BB,ae129796-e5b3-4098-a2d7-1312959fb113,inspection,P4,completed,2022-06-06,2022-09-18,TECH4154,1,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,1173.73,True
WO-EF45D599,5ca88f6c-487a-4ed8-b16b-93ea3b6a0eea,repair,P2,cancelled,2023-12-21,,TECH8384,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",20398.66,False
WO-6189422A,cdda6c73-3b64-42d0-bc5a-1c380cd0ef63,repair,P4,completed,2025-07-30,2025-11-19,TECH4732,6,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,29306.63,False
WO-0AFC10FF,b2b39665-8b96-4648-9a2f-f5ee544ca75c,repair,P3,completed,2025-04-26,2025-05-13,TECH8220,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,11547.97,False
WO-0A4636D3,3ac8f3f1-3bf0-42e2-a63f-50bf7c1edfb9,inspection,P3,completed,2024-06-12,2024-06-20,TECH2880,2,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,All connections within specification. No evidence of partial discharge or tracking on insulators.,No materials consumed — inspection and condition assessment only.,4489.98,True
WO-E8D44CC0,eeb6bb14-a4ed-412a-923f-c335025c6a2a,inspection,P2,completed,2022-02-24,2022-03-04,TECH4217,4,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,3092.8,False
WO-A0AC3724,a5cb83f3-17bc-4fb6-bd18-047760bd9c19,repair,P3,completed,2024-03-18,2024-05-02,TECH3607,3,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",15061.99,True
WO-E7792AC2,6bc283e5-7683-4ba9-8d02-fc50e86797f8,repair,P1,completed,2023-11-07,2023-11-09,TECH2203,2,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,9915.81,True
WO-87556F6D,f1a7073d-0d68-4698-894c-5e399dd57dee,repair,P3,completed,2023-01-20,2023-01-22,TECH7948,1,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,5184.15,False
WO-A3715A16,b0518b0f-33ea-4fed-a18e-d02e5e04b055,repair,P4,completed,2024-05-29,2024-07-27,TECH3115,4,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",12826.94,True
WO-04E25794,b0411c7a-d793-490c-a7b6-3f87722bc05c,repair,P3,completed,2023-12-27,2024-01-04,TECH4716,3,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.","Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",16088.73,False
WO-B4183190,e5235933-0b51-4c1b-9754-a8d14560f077,replacement,P3,completed,2022-03-21,2022-04-09,TECH1452,1,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",37299.22,True
WO-1B91420D,ab40d22a-a7bd-4d80-b306-111bbb0d4d9b,repair,P3,completed,2024-04-29,2024-06-08,TECH8483,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,6043.68,False
WO-D86B049E,c26dfefa-5dad-457f-a5b6-d116ef67269c,repair,P3,in_progress,2024-07-15,,TECH4640,2,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,Pole — Class 3 hardwood 12m (1 off); footings concrete 0.5 m3.,9117.08,False
WO-9C4B68DB,61684b64-eb12-4c7e-b9fa-c72808ce4141,inspection,P3,completed,2023-02-05,2023-02-12,TECH3797,4,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,No materials consumed — inspection and condition assessment only.,2043.21,False
WO-F4DEDED7,9084e961-1e82-446b-90a2-c2e346294c6a,inspection,P3,completed,2024-06-27,2024-07-01,TECH5444,4,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,4752.64,False
WO-ED258A08,814ba6b6-e1bf-412f-9f20-abec768ae404,replacement,P4,completed,2022-06-25,2022-12-14,TECH7959,5,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",142061.99,False
WO-E2088A64,936c2853-717b-4fef-99e9-66dfa76acb55,inspection,P3,completed,2022-02-15,2022-03-24,TECH9183,5,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,All connections within specification. No evidence of partial discharge or tracking on insulators.,No materials consumed — inspection and condition assessment only.,3800.88,False
WO-2781FE73,1e421947-0c72-4999-8aa5-3b0200c355cb,inspection,P3,completed,2022-01-05,2022-03-01,TECH9346,6,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,4918.34,False
WO-ABE42227,6bc283e5-7683-4ba9-8d02-fc50e86797f8,inspection,P4,completed,2022-06-22,2022-08-15,TECH1906,4,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,2249.64,False
WO-3E0A2EE0,bae05562-bb23-43aa-9d8b-4d1d1182661c,inspection,P4,completed,2025-03-23,2025-03-29,TECH9652,3,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,934.6,True
WO-642869A8,376ff4a4-96ee-4c61-8dc6-adf6821ddcac,replacement,P2,completed,2025-11-16,2025-11-24,TECH8323,2,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,All connections within specification. No evidence of partial discharge or tracking on insulators.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",32312.03,False
WO-783529BB,989609ef-d111-49ec-a1ef-91a3b2d3e571,inspection,P1,completed,2023-05-01,2023-05-02,TECH7525,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,1468.91,False
WO-69DEA6E6,aceaa2c3-ba3e-4731-b296-bfe9f262da47,emergency,P2,completed,2024-02-22,2024-02-23,TECH5747,4,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,101736.11,True
WO-C8B02456,b7eac84f-593d-4774-a1a9-01c435602d9f,inspection,P3,completed,2024-03-15,2024-05-08,TECH1184,1,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,215.55,False
WO-58655DC8,615a2314-5584-44ad-b11f-67a654192e48,inspection,P3,completed,2023-08-17,2023-10-07,TECH1554,2,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,802.41,False
WO-92EF20E6,8f17eb7d-4beb-42ec-ac6a-0c4c3188f083,inspection,P3,in_progress,2024-02-11,,TECH9532,4,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,1768.12,False
WO-3AFC567A,e3e21677-cac8-4ce7-958f-18e9dd16f67c,repair,P3,completed,2025-04-04,2025-05-26,TECH1051,3,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",13956.27,True
